glottocode	latitude	longitude	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	clim_PC1	clim_PC2	clim_PC3	longitude_180
dein1238	-8.3488	124.1304	265	75	72	705	311	208	103	266	254	273	254	1132	244	3	90	651	21	510	21	2.20549883891424	-1.56609600476748	0.0553686972769432	124.1304
dela1252	-10.890303	122.843183	267	95	73	819	328	198	130	270	257	276	254	1263	324	0	106	846	21	381	44	2.41970308304784	-2.04634035306592	0.535279125425058	122.843183
dera1245	-3.52309	140.947	251	71	91	217	291	213	78	251	248	253	248	2531	293	133	25	807	429	753	429	3.91927312305025	1.99304515950471	-0.889723272859614	140.947
dera1248	10.072	12.0256	270	136	58	2045	384	153	231	256	253	302	251	872	231	0	111	584	0	118	1	1.22723567736089	-3.44147759255326	-0.366666110623524	12.0256
dghw1239	11.05751	13.77847	252	142	63	1893	368	143	225	238	235	280	234	848	269	0	124	612	1	88	1	1.05958538424525	-3.34768339031278	-0.00817711225912815	13.77847
dhao1237	-10.816034	122.66431	269	97	73	803	331	199	132	273	260	279	257	1202	305	0	107	808	18	360	38	2.36366594994194	-2.19197214171595	0.389083172827214	122.66431
dido1241	42.26	45.81	10	104	33	7212	173	-137	310	80	-83	100	-83	877	140	23	54	384	77	349	77	-4.32970680680783	1.75715514520349	0.918252755470671	45.81
dido1241	42.2646	45.8096	10	104	33	7212	173	-137	310	80	-83	100	-83	877	140	23	54	384	77	349	77	-4.32970680680783	1.75715514520349	0.918252755470671	45.8096
dobe1238	-6.33	134.64	266	71	74	776	314	219	95	270	260	273	254	2200	285	75	38	809	272	677	391	3.45383182571339	0.73509978294827	-0.580945558839574	134.64
dong1286	25.435	100.178	161	112	48	4235	256	27	229	209	102	209	102	1005	205	14	82	546	53	546	53	-0.755822831022606	-0.522110470914345	0.792256162754541	100.178
dong1287	24.201523	107.957327	203	79	32	5924	314	72	242	271	136	271	120	1543	267	34	69	770	119	770	132	0.536216499627596	-0.162469760670387	1.11800872323441	107.957327
dori1246	-9.11536	160.897	260	73	84	420	302	216	86	264	256	264	253	3116	405	165	29	1133	597	1019	627	5.063228506061	2.92714691181145	-0.0253590424942987	160.897
drun1238	27.749017	98.691868	140	107	44	4798	240	2	238	195	84	195	74	1348	283	11	83	764	44	764	57	-0.693655855471089	0.115571898617734	1.88358785012435	98.691868
duke1237	-7.97768	157.064	226	69	83	539	272	189	83	231	225	232	218	3915	445	267	18	1257	817	1145	933	5.52812957927878	5.28786568880402	-0.0615232164027296	157.064
dutc1256	52	5	94	74	33	5342	214	-4	218	66	51	162	27	801	79	47	15	228	160	214	194	-2.71837788302833	1.85878711669912	-1.21138642814016	5
dutc1256	52.5	6	91	75	34	5411	211	-9	220	156	47	159	22	781	78	47	16	224	149	221	188	-2.52446930982473	1.61725374059037	-1.07609405155741	6
dutc1256	52.374367	4.898126	92	65	31	5258	207	-1	208	105	108	159	29	804	88	43	20	246	151	210	191	-2.47273001452999	1.75855852557854	-1.12378048600012	4.898126
dzao1238	24.612303	112.266749	186	83	30	6680	317	43	274	222	114	265	95	1537	285	42	60	732	134	531	178	-0.109176565819798	0.0843390166265792	0.716499833984708	112.266749
east1436	27.59470333	87.62008333	38	120	47	4910	145	-107	252	97	-18	97	-28	927	216	7	95	572	32	572	42	-3.11692582182727	1.07201106936594	2.02991007266051	87.62008333
east2295	51.959579	20.148303	78	83	26	8168	239	-74	313	177	-20	177	-35	535	77	24	38	210	80	210	86	-3.56864995572035	0.736464007781495	-0.360874259142866	20.148303
east2295	51.75	19.42	80	83	26	8209	241	-73	314	179	-18	179	-34	558	81	26	38	219	85	219	92	-3.50263415506541	0.748174220795063	-0.347337314259001	19.42
east2328	55.8307	48.405	36	82	20	11497	245	-165	410	179	-101	179	-115	549	72	24	34	202	83	202	95	-4.79179972008766	1.04190332842906	0.0344279157147628	48.405
east2328	57	49.5	30	78	19	11390	237	-170	407	172	-44	172	-119	593	80	26	33	212	90	212	106	-4.70992304674289	1.20182763194533	0.00699095401158077	49.5
east2370	27.78098	110.499463	166	80	25	8032	321	13	308	207	59	266	59	1388	223	41	51	619	156	472	156	-0.984275015623831	0.251698429683901	0.389457626253078	110.499463
east2371	28.124036	109.890473	166	83	27	7977	320	14	306	207	59	265	59	1353	217	36	53	583	127	505	127	-1.0339921109495	0.0907811058425658	0.447039650920389	109.890473
east2555	-20.42	296.63	211	136	58	3129	313	82	231	244	185	244	167	779	150	5	85	430	23	430	45	0.00884281588420552	-1.98537330973789	-0.156434742533936	-63.37
ekaa1234	23.475	99.865	177	120	51	3692	269	35	234	215	136	215	123	1348	290	13	86	772	44	772	46	0.101733694916517	-0.552914210170359	1.62551914416683	99.865
elam1244	31.1833	48.2333	246	150	40	8353	440	66	374	152	347	347	133	193	44	0	93	113	0	0	110	-1.07768054952698	-3.91582391584293	-2.01447418655765	48.2333
emab1235	23.604572	106.030277	207	86	38	5106	310	84	226	263	133	263	133	1273	250	14	81	707	51	707	51	0.368110246529438	-0.788295121861905	1.11248103813917	106.030277
enap1235	6.95035	294.1517	275	103	75	629	349	213	136	267	278	283	267	1821	364	14	85	1023	48	120	1023	3.39844831708527	-0.929250434431242	-0.572947527314122	-65.8483
ende1246	-8.72	121.56	237	101	75	740	300	166	134	240	227	245	226	1374	249	17	69	668	82	420	96	1.7538766840441	-0.992064634398251	-0.205342465421437	121.56
epen1239	4.25877	282.6434	258	68	88	390	299	222	77	252	259	262	252	7098	792	312	28	2331	1054	1466	2331	9.74249138248523	8.38131186314975	1.77712631752953	-77.3566
eray1237	-7.744376	125.916523	274	76	73	621	323	220	103	278	266	280	264	820	115	2	61	333	21	259	60	1.69808096932045	-1.80185233630613	-1.60117634938636	125.916523
eree1240	31.639053	101.445432	45	154	45	6316	191	-149	340	120	-33	120	-41	726	147	4	90	400	15	400	15	-3.84617344052162	0.0123086890780776	1.35758226276125	101.445432
eryu1239	26.538056	99.91	125	112	48	4419	219	-12	231	176	64	176	64	1031	229	7	93	619	32	619	32	-1.33332649079276	-0.0664112986840848	1.537057165608	99.91
erzy1239	53	45.5	44	89	21	11611	257	-154	411	189	-37	189	-105	544	64	27	24	177	91	177	115	-4.53292283021929	0.85688107260832	-0.377055159265894	45.5
erzy1239	52.8548	45.3901	48	89	21	11613	260	-151	411	192	-34	192	-102	526	63	26	25	173	87	173	110	-4.4939784444428	0.766622233231986	-0.395308180345447	45.3901
esee1248	-11.7268	292.485	259	110	69	945	335	177	158	264	246	268	244	1695	269	34	57	740	120	418	152	2.26869263060753	-1.06202345231172	-0.402115236344752	-67.515
esto1258	59.25	24.75	52	66	22	8035	209	-89	298	145	-17	156	-48	691	79	34	29	231	108	210	143	-3.7927753382096	1.65391158457002	-0.37865214310934	24.75
esto1258	58.55	25.82	52	68	22	8346	212	-93	305	110	-17	159	-54	616	72	28	30	208	94	183	121	-4.0502291856902	1.55942303938298	-0.444477357389948	25.82
even1259	65.75	105.3	-114	119	19	17842	211	-414	625	115	-306	115	-340	318	54	9	55	148	32	148	36	-8.57842767649264	1.46199127019491	1.52509352792106	105.3
even1259	65.75	105.3	-114	119	19	17842	211	-414	625	115	-306	115	-340	318	54	9	55	148	32	148	36	-8.57842767649264	1.46199127019491	1.52509352792106	105.3
faga1239	-10.4479	161.662	251	74	84	444	294	206	88	256	249	256	244	3479	392	212	19	1111	708	1111	830	5.33461245720415	3.98695056185589	-0.343847937658909	161.662
fali1285	10.5419	13.4087	244	138	63	1878	358	139	219	229	230	273	229	936	272	0	115	639	1	122	639	1.37123709033747	-2.36655532846171	-0.413855130551354	13.4087
fata1245	-8.59041	160.861	246	72	83	469	289	203	86	250	242	251	239	3474	443	190	27	1239	679	1121	719	5.2856187381238	3.7862006290845	0.293929254969381	160.861
fata1247	-8.4394	126.9821	251	84	67	1095	313	188	125	252	244	263	234	1692	265	6	63	698	43	485	281	2.16990372049548	-0.76160377545773	-0.185929222081253	126.9821
fata1247	-8.49464	127.08	250	84	67	1089	312	187	125	252	243	262	234	1689	269	6	64	706	43	483	274	2.16468918820792	-0.764389363453385	-0.142639595312897	127.08
finn1318	61	24.45	39	80	24	8418	213	-113	326	134	-28	150	-67	622	80	31	31	220	98	205	122	-4.143480259277	1.47859708119523	-0.268886989025051	24.45
finn1318	60.173335	24.941099	50	64	21	8059	208	-89	297	143	-17	157	-49	649	78	33	31	221	103	197	134	-3.85342439617015	1.62019031147256	-0.375180986357691	24.941099
finn1318	64.7628	25.5577	22	82	23	9107	205	-143	348	126	-50	143	-93	461	67	21	37	177	67	172	80	-4.74631933559285	1.33466783576936	-0.112136976349866	25.5577
fore1265	69.98	88.21	-108	86	16	14666	171	-337	508	82	-222	89	-279	399	62	15	46	167	51	145	67	-7.73867260083634	2.30264698466972	1.117954161835	88.21
funa1237	-10.241153	123.689805	261	91	72	735	323	197	126	264	252	270	250	1347	353	4	105	874	25	372	34	2.43588740974323	-1.83553165273074	0.677245154321553	123.689805
gaan1243	10.2955	12.6479	259	138	60	2004	373	145	228	245	242	290	240	885	244	0	113	599	0	118	2	1.09840907724669	-3.28414983159417	-0.2130534809838	12.6479
gali1262	5.5	304	269	83	79	616	328	223	105	267	278	278	262	2118	319	89	40	841	299	299	454	3.51560631955524	0.401175855558778	-1.1958113341688	-56
galo1243	-8.61	125.96	251	80	71	807	305	193	112	258	245	259	239	1371	218	8	67	638	42	514	150	2.02823905094544	-0.955667912721193	-0.297664246840867	125.96
gaoo1237	-8.35163	159.789	264	72	85	390	305	221	84	267	258	267	258	2882	393	149	34	1098	508	979	525	4.84732083135633	2.36715838125841	0.0279937834904896	159.789
gaww1239	5.5	37.25	209	111	75	1196	297	149	148	214	221	225	193	866	136	24	48	340	95	156	159	0.601241097994485	-0.941465878306652	-1.62546752972828	37.25
gdon1234	32.159653	102.159643	42	156	45	6265	190	-153	343	116	-45	116	-45	782	148	4	85	409	17	409	17	-3.90657707540779	0.13058584178468	1.36785166925828	102.159643
geji1246	10.3478	9.64965	255	137	59	2033	366	137	229	243	232	284	232	1032	289	0	116	720	1	130	1	1.18681872280652	-3.10004414291137	0.215453282334269	9.64965
gela1263	-9.04587	160.186	263	76	87	412	305	218	87	267	257	267	257	2556	369	120	39	1021	408	902	426	4.39729087120754	1.64504845155492	0.00469505300029813	160.186
gela1263	-4.004276	131.405702	269	61	76	621	311	231	80	268	264	274	259	2221	273	120	27	758	383	546	538	3.73527621109532	1.48993867283075	-1.38727124391897	131.405702
ghan1242	-8.02035	156.552	257	67	83	441	300	220	80	261	257	262	251	3845	417	261	16	1168	819	1060	991	5.94556520952437	4.74991646513607	-0.674242018544978	156.552
ghar1239	-9.4791	159.917	259	78	85	405	303	212	91	262	253	263	253	2257	348	98	45	951	311	827	317	3.87003539869359	1.03796239346692	0.0421036312310301	159.917
ghod1238	42.7428	46.2252	56	97	29	8041	227	-98	325	138	-48	158	-48	770	125	22	52	334	74	305	74	-3.70028546653206	0.906625861575541	0.419544591951691	46.2252
ghul1238	11.6432	29.8122	262	143	63	1877	377	151	226	254	240	288	240	657	167	0	111	444	0	154	0	0.899504557548552	-3.49092886466005	-0.67147361703723	29.8122
goem1240	8.74455	9.72453	277	119	59	1528	375	176	199	263	270	300	263	1124	227	0	91	619	2	218	619	1.99485166403699	-2.26283028490914	-0.904612070601367	9.72453
gree1278	22.5632	104.698	212	79	39	4411	305	107	198	261	149	261	149	1755	380	9	87	1013	63	1013	63	1.42078890583031	-0.290991155690115	2.38728496571172	104.698
gude1246	10.2138	13.403	244	135	63	1873	355	142	213	227	232	273	227	981	267	0	111	649	1	141	649	1.40882672095486	-2.23083032109776	-0.44258461043753	13.403
gudu1250	10.1206	12.5359	255	136	60	1974	368	143	225	241	240	286	238	914	245	0	110	610	0	128	2	1.06856796660779	-3.14194283497003	-0.1903757883578	12.5359
guib1244	24.3	106.2	212	92	38	5425	322	81	241	273	134	273	134	1138	223	10	81	630	43	630	43	0.193248485334555	-1.17308794199727	0.803903341257317	106.2
gula1270	-8.74742	161.023	266	71	84	382	307	223	84	269	263	270	260	3340	422	183	27	1186	661	1074	669	5.47431216033379	3.2629478715428	-0.0096247845966263	161.023
guri1247	-17.0329	130.379	264	148	54	4052	380	109	271	294	204	306	204	638	151	2	102	409	11	299	11	0.494015117442962	-3.44278045592658	-0.435499552399491	130.379
guri1247	-17.6667	130.667	264	152	54	4345	385	104	281	298	201	310	201	560	132	2	102	356	12	260	12	0.337619509451437	-3.60522518991482	-0.618831891081648	130.667
guru1261	27.41687	86.28988	159	104	46	4429	248	26	222	206	103	206	94	1777	465	8	106	1162	33	1162	37	0.680677939203025	0.220635900048632	3.74587219569544	86.28988
guuu1237	-5.344488	122.617786	267	81	76	576	320	214	106	270	264	273	259	1854	245	44	47	701	141	428	343	2.86132551014168	-0.303496849058669	-0.927540044402583	122.617786
habu1241	-8.77	125.97	216	78	68	936	272	158	114	224	211	224	201	2045	333	12	68	952	64	778	209	2.17816499784373	0.255951309976145	1.15268803059046	125.97
halh1238	48.32	106.29	-14	135	25	14396	233	-293	526	159	-174	159	-213	263	73	2	112	185	7	185	7	-6.49352216340292	-0.382088964519435	1.60770546813091	106.29
hama1240	-8.2668	124.5183	246	73	70	699	294	191	103	249	235	253	235	1297	250	7	81	701	38	590	38	2.00941005052357	-0.954146161701637	0.281103835233296	124.5183
hani1248	22.67753	102.8516733	206	102	50	3619	293	92	201	244	154	244	154	1372	299	12	88	823	52	823	52	0.88345664343109	-0.73378969490402	1.5659226975867	102.8516733
haus1257	11.1513	8.7804	255	137	59	2168	368	136	232	246	230	285	230	970	284	0	120	682	0	120	1	1.11990498299333	-3.20046229921493	0.186350952907377	8.7804
haus1257	12	7	257	138	58	2428	371	134	237	246	229	293	229	915	266	0	118	647	0	108	0	1.02354089104223	-3.28393767204512	0.0334278574789977	7
hawa1245	19.5833	204.5	86	93	73	1226	146	20	126	78	98	101	71	828	106	23	38	295	118	120	278	-1.81732593774505	1.71545941292774	-1.06766583986449	-155.5
hawa1245	21.903317	199.864721	228	90	68	1494	294	162	132	216	243	246	209	251	81	0	113	166	1	11	122	0.213664469007153	-2.25639057035879	-1.4428832148615	-160.135279
hawa1245	19.6297	204.57	112	92	73	1175	174	48	126	99	118	126	97	1040	129	30	34	344	158	206	340	-1.07317689098352	1.66702020222009	-1.12318279669341	-155.43
hebr1245	31.11	35.02	186	122	46	5254	321	60	261	114	247	247	114	220	49	0	103	137	0	0	137	-1.6108271483072	-2.23216143396905	-1.38664642204437	35.02
heqi1238	26.0991374	99.9416161	148	112	48	4347	242	13	229	198	88	198	88	1041	210	12	84	583	48	583	48	-0.944862246363778	-0.312215386104286	1.05371360562826	99.9416161
high1278	20.1554	262.4444	234	114	57	2999	329	130	199	260	201	265	191	2155	368	76	58	998	237	753	264	2.39898321253254	0.150016638498198	0.817149828305102	-97.5556
hind1269	27.2	78	256	133	38	6657	417	73	344	297	238	333	162	753	273	4	139	612	24	271	29	0.45685240769286	-3.7715516885017	0.66298918996787	78
hind1269	25.458226	80.335868	263	131	39	6175	429	94	335	292	307	338	178	941	362	1	145	774	14	69	36	1.00565691093089	-4.01696815263004	0.741703227792909	80.335868
hind1269	25	77	250	140	42	5614	416	83	333	272	243	321	175	908	319	1	151	784	8	77	20	0.629934797580177	-3.94551917599443	0.851515208794747	77
hinu1240	42.4502	45.8064	-22	106	33	7202	142	-171	313	48	-115	67	-115	872	143	22	57	390	74	352	74	-4.93773517963828	2.22104347567535	1.22828037359133	45.8064
hitt1242	40.013951	34.621158	97	125	37	7378	280	-54	334	89	186	189	0	466	60	9	44	161	41	64	159	-3.19590315792626	-0.420044330250364	-1.25427582417731	34.621158
hitt1242	40	35	94	124	37	7191	273	-56	329	87	181	183	-1	470	60	8	44	164	39	64	159	-3.24102811230411	-0.334681866204715	-1.21406849659853	35
hlai1239	18.8062	109.459	231	77	46	3088	303	137	166	247	186	265	186	1577	300	13	80	811	48	563	48	1.29156639974693	-0.746836834073575	0.892467261265956	109.459
hmon1333	26	105	156	87	35	5691	268	22	246	221	74	221	74	1278	257	17	79	681	57	681	57	-0.703007542975477	-0.00249600071314318	1.45711277426703	105
hoav1238	-8.19679	157.595	265	68	86	388	306	227	79	268	264	269	259	3433	413	217	23	1162	677	927	784	5.57170670684747	3.62102812210546	-0.530180133331175	157.595
huba1236	10.3544	13.139	255	137	61	1946	369	148	221	240	241	286	240	912	256	0	112	616	0	123	2	1.13197646616982	-3.17808217204857	-0.151620080849846	13.139
hung1274	46.91	19.66	107	94	30	7782	270	-41	311	188	20	203	3	536	69	29	26	180	94	170	109	-3.00169619281953	0.319851775787524	-0.960540925957791	19.66
hung1274	47.497865	19.040247	111	87	28	7764	272	-32	304	192	25	207	8	551	67	31	23	178	100	171	114	-2.90164933733219	0.408679142541743	-1.04469644110407	19.040247
hung1274	46.90685857	19.65552714	107	94	30	7782	270	-41	311	188	20	203	3	536	69	29	26	180	94	170	109	-3.00169619281953	0.319851775787524	-0.960540925957791	19.65552714
hunz1247	42.0808	46.1369	27	101	32	7234	189	-120	309	97	-67	117	-67	826	133	22	54	361	74	321	74	-4.09351700860466	1.46116999422094	0.708321833238189	46.1369
hupd1244	0.166667	290.75	254	90	87	429	307	204	103	252	257	257	247	3460	379	225	18	1088	698	698	959	5.14191683655569	3.62849614479284	-1.21158384414032	-69.25
huuu1240	22.0163	100.881	210	121	53	3292	308	81	227	241	175	242	161	1413	275	17	79	744	58	621	64	0.713696266607707	-1.07043670140866	0.902276182074719	100.881
hwan1240	10.3633	12.7683	255	138	60	1993	370	143	227	241	239	286	237	892	250	0	113	606	0	117	2	1.05571004612188	-3.21881523654665	-0.163024987532881	12.7683
icel1247	63.48	340.98	45	46	33	3450	123	-16	139	24	80	93	8	1537	168	102	14	444	313	343	417	-2.10396848765537	4.39628715591419	-0.622779383564035	-19.02
icel1247	64.144237	338.060328	47	49	30	4081	136	-24	160	22	90	103	1	875	97	50	20	269	158	173	250	-3.08578748023638	3.04935239129052	-0.930054843175822	-21.939672
idat1237	-8.7719	125.9262	216	78	68	936	272	158	114	224	211	224	201	2045	333	12	68	952	64	778	209	2.17816499784373	0.255951309976145	1.15268803059046	125.9262
idat1237	-8.671212	125.991368	224	78	69	897	279	166	113	231	219	232	210	1889	309	11	68	883	59	721	197	2.15709436851895	-0.00900298303233812	0.836076117354666	125.991368
igna1246	-15.1188	294.6007	251	112	63	1938	327	150	177	268	222	268	222	2057	341	51	56	903	177	809	177	2.57991908353519	-0.301575302171742	0.696883872249725	-65.3993
ihaa1241	-2.7064	132.1958	255	64	80	591	297	217	80	254	246	260	246	3051	309	185	16	889	637	757	696	4.49423828805855	3.23024784224877	-1.26072505174175	132.1958
ihaa1241	-2.7432	132.3373	259	65	81	591	301	221	80	263	250	264	250	2878	336	149	23	913	528	778	579	4.38688155551195	2.52329259616567	-0.796814339059231	132.3373
imba1240	0.333333	282	121	108	90	317	180	61	119	122	117	123	116	907	111	40	29	296	143	281	151	-0.777577536643546	1.23848185667198	-1.22312329668729	-78
inan1242	-2.08	132.16	271	64	84	459	310	234	76	273	266	274	263	2837	349	117	35	996	422	773	428	4.48668143632836	1.70982207195419	-0.341637817957786	132.16
inar1241	69.42	27.87	-7	79	25	7990	154	-159	313	90	-74	99	-107	434	67	20	41	175	63	173	73	-5.16223763639507	1.95541467037878	0.139451286302059	27.87
indo1316	-6.16417	106.846225	276	91	83	453	333	224	109	269	276	280	269	1794	461	45	79	965	149	242	959	3.92415400563859	-0.215879792084759	-0.390687306829639	106.846225
indo1316	-7.33	109.72	218	91	82	344	272	162	110	217	215	221	215	4105	628	105	55	1738	343	1245	369	4.92548152035797	2.70567121807062	3.11308097956155	109.72
indo1316	-7.33458	109.716	244	93	82	380	298	185	113	245	240	248	239	4077	554	99	52	1559	337	1294	352	5.12234629879966	2.14526597392603	2.54400765212161	109.716
indo1317	-4.742282	122.42932	271	80	76	612	324	220	104	269	267	277	261	1826	220	38	38	598	193	350	433	2.81570675555921	-0.192953837216558	-1.47969852955876	122.42932
indo1319	47.688327	31.897499	89	82	23	9415	272	-72	344	191	20	209	-30	481	61	26	25	165	100	161	112	-3.4827951298091	0.477983793200266	-0.878948547926076	31.897499
ingu1240	43.467736	44.750595	99	103	29	9078	285	-69	354	194	-20	214	-20	628	105	25	48	272	80	254	80	-3.16629190000198	-0.0321012267052637	-0.158486433344935	44.750595
ingu1240	43.11	45.03	82	104	30	8651	263	-82	345	172	-32	191	-32	804	136	27	52	357	88	329	88	-3.20435040166728	0.417936434485152	0.316124635317424	45.03
iraq1241	-4	35.5	162	101	67	1539	233	83	150	175	143	175	138	916	185	3	85	462	12	462	16	-0.333881165111829	-0.46258266331604	0.34289135084955	35.5
iris1253	53.22	352.38	90	75	42	3715	188	13	175	70	60	139	45	883	91	56	17	260	178	207	235	-2.30354653683077	2.18267824478914	-1.23217174428226	-7.62
iris1253	53.244432	350.698899	99	66	40	3543	186	24	162	82	110	144	56	1125	130	62	24	366	203	241	324	-1.71333475670487	2.38934842827824	-1.02388855311774	-9.301101
iris1253	53.2186	352.38491	90	75	42	3715	188	13	175	70	60	139	45	883	91	56	17	260	178	207	235	-2.30354653683077	2.18267824478914	-1.23217174428226	-7.61509
iron1242	42.98	44.61	74	106	31	8171	247	-86	333	158	-34	176	-34	957	150	34	47	402	114	373	114	-3.13101072758875	0.860268193591359	0.42298102228791	44.61
ital1282	43.05	12.65	130	82	31	6399	277	13	264	97	213	213	50	884	108	47	21	288	175	175	217	-1.8489853757319	0.851162232220363	-1.5278878417745	12.65
ital1282	43.115956	12.385145	128	84	31	6366	277	11	266	95	211	211	49	865	106	44	22	283	165	165	217	-1.91910368650721	0.787477536832348	-1.51706581368216	12.385145
ital1282	43.0464	12.6489	130	82	31	6399	277	13	264	97	213	213	50	884	108	47	21	288	175	175	217	-1.8489853757319	0.851162232220363	-1.5278878417745	12.6489
itel1242	56.78	156.91	-18	70	20	9581	148	-191	339	70	-137	101	-140	580	81	17	47	229	61	213	89	-5.63966123834431	2.29886839274969	0.641780605047468	156.91
itel1242	56.78	156.91	-18	70	20	9581	148	-191	339	70	-137	101	-140	580	81	17	47	229	61	213	89	-5.63966123834431	2.29886839274969	0.641780605047468	156.91
iton1250	-12.670255	295.55957	262	122	71	798	347	177	170	264	252	270	250	1457	248	7	69	672	40	331	84	1.95629784385603	-1.95574226791151	-0.42143653988964	-64.44043
iton1250	-12.80431	295.64252	261	122	71	807	346	175	171	263	251	269	249	1447	246	7	70	669	40	330	83	1.92332617873467	-1.95645492234991	-0.412419818984566	-64.35748
iumi1238	24.172823	110.054488	198	81	31	6450	319	60	259	259	128	272	109	1546	274	43	63	738	138	660	168	0.309859137090693	-0.0362521200909369	0.845785819549294	110.054488
iyoj1235	-22.1896	296.7617	229	128	52	3909	341	95	246	264	194	273	175	895	161	4	81	463	20	451	26	0.27483132998678	-2.19664542217295	-0.152932286945807	-63.2383
jama1262	18.13	282.7388	233	73	68	1011	286	180	106	243	219	244	219	1656	301	61	51	661	186	464	186	2.14960348798362	0.30998601110628	-0.374756430558194	-77.2612
jian1239	26.5536208	100.1396921	117	113	48	4396	213	-19	232	169	57	169	57	1006	231	5	97	620	25	620	25	-1.48010684826988	-0.0459807713987024	1.65906229002631	100.1396921
jing1260	25.461826	97.329866	238	106	45	3928	330	97	233	272	178	272	178	2146	509	11	101	1391	47	1143	47	2.4087691238968	-0.765664613715216	3.51499682456006	97.329866
jion1236	24.071002	110.105752	178	79	31	6156	293	43	250	237	112	249	93	1539	274	41	64	734	131	672	168	-0.0321097548704155	0.329693850480699	1.02533123257512	110.105752
jire1238	27.6931	86.3201	93	104	47	4338	183	-38	221	142	40	142	32	1610	439	4	113	1104	26	1104	36	-0.678932359637575	1.06317867245448	4.06367100391064	86.3201
jude1256	42.068306	48.264749	123	84	24	8429	319	-26	345	139	232	232	20	372	51	22	27	129	70	70	93	-2.7642137928859	-0.36994203212948	-1.714576916591	48.264749
kaba1285	-5.260449	122.016514	259	83	76	578	313	205	108	262	256	266	251	1985	241	60	40	657	192	434	414	2.82511847248222	0.156637491078553	-1.1312387328929	122.016514
kaba1285	-5.255084	121.898494	249	84	76	593	304	194	110	251	246	255	240	2106	259	67	39	689	212	457	437	2.77221135234775	0.491979948984614	-0.972485897302153	121.898494
kach1280	25.4634	97.3278	238	106	45	3928	330	97	233	272	178	272	178	2146	509	11	101	1391	47	1143	47	2.4087691238968	-0.765664613715216	3.51499682456006	97.3278
kach1280	25.28	97.2	236	107	45	3974	327	94	233	271	175	272	175	2095	475	11	101	1361	45	1094	45	2.23337707260827	-0.825886097070064	3.3113985954469	97.2
kaer1234	-8.3287	124.0177	263	76	73	663	310	206	104	264	253	270	253	1152	245	4	89	655	23	516	23	2.20203130387836	-1.51503114640566	0.0641597241812103	124.0177
kaer1234	-8.4047	124.2175	245	74	71	708	293	189	104	248	234	253	234	1280	258	6	86	707	32	588	32	2.00690371187348	-1.0312740206521	0.382978869073068	124.2175
kaes1237	-5.47522	122.68673	253	81	76	631	306	200	106	256	249	259	243	1943	255	47	47	731	145	443	343	2.67320758329208	0.00580881498335871	-0.726787634510117	122.68673
kafo1240	-8.3616	124.4478	244	73	71	713	291	189	102	248	233	252	233	1298	256	7	84	714	35	599	35	2.01536414818061	-0.950629286913937	0.380264977019875	124.4478
kafo1240	-8.36572	124.446	244	73	71	713	291	189	102	248	233	252	233	1298	256	7	84	714	35	599	35	2.01536414818061	-0.950629286913937	0.380264977019875	124.446
kahu1241	-10.6963	162.191	257	72	82	452	299	212	87	261	254	261	250	3661	396	233	16	1124	760	1124	910	5.62826022268592	4.3193836666115	-0.503183058829468	162.191
kaik1246	28.853	83.1384	35	107	45	4598	147	-88	235	83	4	89	-27	650	131	6	68	327	63	301	114	-3.57873308190213	1.31779404424706	0.569681596211092	83.1384
kain1272	-27.7671	307.4606	183	106	55	2983	283	92	191	199	194	215	144	1834	195	119	13	538	400	451	442	0.95014770444296	1.7495808144974	-1.42870894072717	-52.5394
kajt1238	42.052428	47.776611	89	83	26	7934	252	-60	312	169	-13	190	-13	486	64	17	37	173	62	153	62	-3.51319456385074	0.420734028963649	-0.613499803257636	47.776611
kala1399	69.38	307.14	-64	54	18	8096	79	-213	292	4	-169	39	-169	315	39	18	28	107	56	90	56	-6.67910236455314	3.42175994547258	0.238613023192614	-52.86
kale1247	-5.301788	122.929849	255	79	75	626	308	203	105	258	250	261	245	1905	238	42	47	675	138	393	358	2.57945714937676	-0.0972440312532794	-0.92544314319375	122.929849
kali1300	-8.463	123.4798	235	81	72	722	286	175	111	239	224	243	224	1371	275	9	84	747	41	628	41	1.9329267618846	-0.830495328985521	0.584638571600723	123.4798
kalm1243	46.57	45.32	99	97	23	11115	317	-89	406	220	20	240	-43	267	31	15	25	89	46	85	56	-3.83139673509016	-0.514320349079283	-1.11963779022441	45.32
kama1364	-5.16	123.05	270	79	75	597	322	218	104	272	266	276	261	1799	243	34	48	642	128	341	366	2.76334514289536	-0.477507801881423	-1.11611614955719	123.05
kama1365	-8.26897	124.792	214	72	69	738	264	161	103	218	203	222	203	1618	290	13	77	850	72	515	104	1.70515779108413	-0.117118494304999	0.621804362070926	124.792
kama1365	-8.2543	124.8515	219	72	70	724	268	166	102	222	208	226	208	1589	287	13	76	837	71	502	104	1.77346959070565	-0.200262995183308	0.521638593058506	124.8515
kamb1299	-9.953635	120.450471	227	114	76	940	296	146	150	232	215	237	212	1631	293	16	75	810	66	489	83	1.77285330907678	-0.954354277260074	0.42872597263223	120.450471
kamb1299	-9.88	120.23	242	117	76	937	312	159	153	247	230	252	227	1385	255	12	77	707	49	397	70	1.73949794810616	-1.51042516181897	-0.039000185127133	120.23
