glottocode;language;colexification;exists_blue;macroarea;latitude;longitude;family;glottocode_family;status;to_lookin_glotto;subsistence;popsize_ethno;popsize_wiki
buso1238;Busoa;none;yes;Papunesia;-5.61;122.62;Austronesian;aust1307;alive;ok;AGR;2300;2300
cavi1250;Cavine??a;green;no;South America;-13.622401;-66.857422;Pano-Tacanan;pano1259;alive;ok;HG;1180;1700
cavi1250;Cavine??a;green;no;South America;-13.3544;-66.6277;Pano-Tacanan;pano1259;alive;ok;HG;1180;1700
cayu1262;Cayuvava;none;yes;South America;-13.2482;-65.4822;Cayubaba;cayu1262;alive;ok;AGR;0;4
cent1394;Chuanqiandian  Southern Guizhou;green  raw;no;Eurasia;25.586343;106.323467;Hmong-Mien;hmon1336;alive;ok;AGR;70000;70000
cent2050;Kanuri;none;yes;Africa;12;13;Saharan;saha1256;alive;ok;AGR;3240500;3240500
cent2074;So'a;none;yes;Papunesia;-8.68;121.05;Austronesian;aust1307;alive;ok;AGR;10000;10000
cent2128;Central Siberian Yupik;none;yes;Eurasia;63.43;-170.27;Eskimo-Aleut;eski1264;alive;ok;HG;1130;1800
cent2128;Central Siberian Yupik;none;yes;Eurasia;63.43;-170.27;Eskimo-Aleut;eski1264;alive;ok;HG;1130;1800
cent2128;Central Siberian Yupik;none;yes;Eurasia;63.43;-170.27;Eskimo-Aleut;eski1264;alive;ok;HG;1130;1800
cent2142;Aymara;none;yes;South America;-17;-68.5;Aymaran;ayma1253;alive;ok;AGR;2262900;2262900
cent2355;Nage  Central;green;no;Papunesia;-8.7067;121.1901;Austronesian;aust1307;alive;ok;NA;NA;NA
chac1249;Cayapa;green;no;South America;0.71489;-79.0508;Barbacoan;barb1265;alive;ok;AGR;9500;10000
chac1251;Ch?ícobo;green;no;South America;-11.811339;-66.439941;Pano-Tacanan;pano1259;alive;ok;AGR;550;600
chac1251;Ch?ícobo;green;no;South America;-12.133;-66.7164;Pano-Tacanan;pano1259;alive;ok;AGR;550;600
chad1240;Chadong;none;yes;Eurasia;25.23532;109.96041;Tai-Kadai;taik1256;alive;ok;NA;20000;20000
cham1309;Chamalal;none;yes;Eurasia;42.5024;45.995;Nakh-Daghestanian;nakh1245;alive;ok;AGR;5000;500
chec1245;Chechen;none;yes;Eurasia;43.315979;45.685017;Nakh-Daghestanian;nakh1245;alive;ok;AGR;1341000;1529000
chec1245;Chechen (Akkin dialect);green;no;Eurasia;43.5;45.5;Nakh-Daghestanian;nakh1245;alive;ok;AGR;1341000;1529000
chek1238;Leleghia;none;yes;Papunesia;-8.27055;159.625;Austronesian;aust1307;alive;ok;AGR;10800;10800
chep1245;Chepang;green;no;Eurasia;27.7206;84.9017;Sino-Tibetan;sino1245;alive;ok;AGR;36800;49000
chew1245;Ceq Wong;none;yes;Eurasia;3.8807;102.456;Austroasiatic;aust1305   ;alive;ok;AGR;660;460
chib1270;Muisca;green;no;South America;6.24999;-74.1666;Chibcham;jiva1245;old;ok;AGR;0;0
chip1262;Chipaya;none;yes;South America;-18.73951;-67.89633;Uru-Chipaya;uruc1242;alive;ok;AGR;1200;1800
chir1284;Dargwa (Chirag dialect);none;yes;Eurasia;41.869481;47.41111;Nakh-Daghestanian;nakh1245;alive;ok;AGR;2000;2000
chon1284;Chong;none;yes;Eurasia;12.5218;102.514;Austroasiatic;aust1305   ;alive;ok;AGR;5500;500
chuk1273;Chukchi;none;yes;Eurasia;68.64;170.04;Chukotko-Kamchatkan;chuk1271;alive;ok;HG;7740;5100
chuk1273;Chukchi;none;yes;Eurasia;68.64;170.04;Chukotko-Kamchatkan;chuk1271;alive;ok;HG;7740;5100
chur1257;Old Church Slavonic;none;yes;Eurasia;43.955965;22.871767;Indo-European;indo1319;old;ok;AGR;0;0
chur1257;Old Church Slavonic;none;yes;Eurasia;43.7171;22.8442;Indo-European;indo1319;old;ok;AGR;0;0
chuv1255;Chuvash;grey;mixed_with;Eurasia;55.49;47.16;Turkic;turk1311;alive;ok;AGR;1674420;1279650
ciac1237;Cia-Cia  Gonda Baru;none;yes;Papunesia;-5.58045;122.73825;Austronesian;aust1307;alive;ok;AGR;79000;80000
ciac1237;Cia-Cia  Lapandewa;none;yes;Papunesia;-5.39368;122.97893;Austronesian;aust1307;alive;ok;AGR;79000;80000
ciac1237;Cia-Cia  Mambulu;none;yes;Papunesia;-5.68953;122.63715;Austronesian;aust1307;alive;ok;AGR;79000;80000
ciac1237;Cia-Cia  Wasambua;none;yes;Papunesia;-5.6046;122.59627;Austronesian;aust1307;alive;ok;AGR;79000;80000
ciba1236;Cibak;none;yes;Africa;10.8977;12.902;Afro-Asiatic;afro1255;alive;ok;AGR;100000;200000
cine1238;Nakatsa;none;yes;Africa;11.1319;13.8187;Afro-Asiatic;afro1255;alive;ok;AGR;3000;3000
clas1254;Tibetan (Written);none;yes;Eurasia;30.027852;91.158704;Sino-Tibetan;sino1245;old;ok;AGR;0;0
cofa1242;Cof?ín;green;no;South America;0.276675;-77.0643;Cofan;cofa1242;alive;ok;AGR;1700;1700
colo1256;Colorado;green;no;South America;-0.21181;-79.2347;Barbacoan;barb1265;alive;ok;AGR;2300;2300
croa1245;Croatian;none;yes;Eurasia;45.2;16.83;Indo-European;indo1319;alive;ok;AGR;5546590;5800000
croa1245;Croatian;none;yes;Eurasia;45.813486;15.992661;Indo-European;indo1319;alive;ok;AGR;5546590;5800000
czec1258;Czech;none;yes;Eurasia;49.87;15.1;Indo-European;indo1319;alive;ok;AGR;9490840;11500000
czec1258;Czech;none;yes;Eurasia;50.071244;14.468136;Indo-European;indo1319;alive;ok;AGR;9490840;11500000
czec1258;Czech;none;yes;Eurasia;49.873398;15.10437;Indo-European;indo1319;alive;ok;AGR;9490840;11500000
dadu1237;Dadu'a;none;yes;Papunesia;-8.489721;125.903071;Austronesian;aust1307;alive;ok;NA;NA;NA
dani1285;Danish;none;yes;Eurasia;55.6;12.5;Indo-European;indo1319;alive;ok;AGR;5581690;5621380
dani1285;Danish;none;yes;Eurasia;55.679885;12.583182;Indo-European;indo1319;alive;ok;AGR;5581690;5621380
dani1285;Danish;none;yes;Eurasia;54.8655;9.36284;Indo-European;indo1319;alive;ok;AGR;5581690;5621380
darg1241;Dargwa;none;yes;Eurasia;42.43;47.44;Nakh-Daghestanian;nakh1245;alive;ok;AGR;516490;490000
darg1241;Dargwa;none;yes;Eurasia;42.4257;47.4388;Nakh-Daghestanian;nakh1245;alive;ok;AGR;516490;490000
dass1243;Dwot;none;yes;Africa;9.9325;9.51838;Afro-Asiatic;afro1255;alive;ok;AGR;8830;37582
dein1238;Deing;none;yes;Papunesia;-8.3488;124.1304;Timor-Alor-Pantar;timo1261;alive;ok;AGR;NA;NA
dela1252;Dela;green;no;Papunesia;-10.890303;122.843183;Austronesian;aust1307;alive;ok;AGR;NA;NA
dera1245;Dera;none;yes;Papunesia;-3.52309;140.947;Senagi;sena1264;alive;ok;AGR;1690;1700
dera1248;Dera;none;yes;Africa;10.072;12.0256;Afro-Asiatic;afro1255;alive;ok;AGR;20000;20000
dghw1239;Z???vana;none;yes;Africa;11.05751;13.77847;Afro-Asiatic;afro1255;alive;ok;AGR;30000;30000
dhao1237;Dhao;green;no;Papunesia;-10.816034;122.66431;Austronesian;aust1307;alive;ok;AGR;5000;5000
dido1241;Tsez;none;yes;Eurasia;42.26;45.81;Nakh-Daghestanian;nakh1245;alive;ok;AGR;15400;13000
dido1241;Tsez (Mokok dialect);green  unripe;no;Eurasia;42.2646;45.8096;Nakh-Daghestanian;nakh1245;alive;ok;AGR;15400;13000
dobe1238;Dobel;green;no;Papunesia;-6.33;134.64;Austronesian;aust1307;alive;ok;AGR;13400;2000
dong1286;Diaocao;none;yes;Eurasia;25.435;100.178;Sino-Tibetan;sino1245;alive;ok;NA;30000;30000
dong1287;Dongnu;green;no;Eurasia;24.201523;107.957327;Hmong-Mien;hmon1336;alive;ok;AGR;NA;NA
dori1246;Dori'o;none;yes;Papunesia;-9.11536;160.897;Austronesian;aust1307;alive;ok;AGR;2410;2400
drun1238;Trung [Dulong];none;yes;Eurasia;27.749017;98.691868;Sino-Tibetan;sino1245;alive;ok;HG;22843;14000
duke1237;Nduke;none;yes;Papunesia;-7.97768;157.064;Austronesian;aust1307;alive;ok;AGR;2310;2300
dutc1256;Dutch;none;yes;Eurasia;52;5;Indo-European;indo1319;alive;ok;AGR;21730290;24000000
dutc1256;Dutch;none;yes;Eurasia;52.5;6;Indo-European;indo1319;alive;ok;AGR;21730290;24000000
dutc1256;Dutch;none;yes;Eurasia;52.374367;4.898126;Indo-European;indo1319;alive;ok;AGR;21730290;24000000
dzao1238;Zao Min;green;no;Eurasia;24.612303;112.266749;Hmong-Mien;hmon1336;alive;ok;AGR;60000;60000
east1436;Nepali;none;yes;Eurasia;27.59470333;87.62008333;Indo-European;indo1319;alive;ok;AGR;13875700;13875700
east2295;Yiddish;none;yes;Eurasia;51.959579;20.148303;Indo-European;indo1319;alive;ok;AGR;1762320;1762320
east2295;Yiddish;none;yes;Eurasia;51.75;19.42;Indo-European;indo1319;alive;ok;AGR;1762320;1762320
east2328;Mari;none;yes;Eurasia;55.8307;48.405;Uralic;ural1272;alive;ok;AGR;460090;482000
east2328;Meadow Mari;none;yes;Eurasia;57;49.5;Uralic;ural1272;alive;ok;AGR;460090;482000
east2370;Qiandong  East;green;no;Eurasia;27.78098;110.499463;Hmong-Mien;hmon1336;alive;ok;AGR;350000;350000
east2371;Xiangxi  East;none;yes;Eurasia;28.124036;109.890473;Hmong-Mien;hmon1336;alive;ok;AGR;80000;80000
east2555;Chiriguano;green;no;South America;-20.42;-63.37;Tupian;tupi1275;alive;ok;AGR;51230;51000
ekaa1234;Yijiacun;none;yes;Eurasia;23.475;99.865;Sino-Tibetan;sino1245;alive;ok;NA;3000;3000
elam1244;Elamite;none;yes;Eurasia;31.1833;48.2333;Elamite;elam1244;old;ok;AGR;0;0
emab1235;Langja Buyang;none;yes;Eurasia;23.604572;106.030277;Tai-Kadai;taik1256;alive;ok;AGR;300;300
enap1235;Panare;green;no;South America;6.95035;-65.8483;Cariban;cari1283;alive;ok;AGR;3540;3500
ende1246;Ende;green;no;Papunesia;-8.72;121.56;Austronesian;aust1307;alive;ok;AGR;87000;124000
epen1239;Epena;none;yes;South America;4.25877;-77.3566;Chocoan;choc1280;alive;ok;AGR;3550;3802
eray1237;Ili'uun;green;no;Papunesia;-7.744376;125.916523;Austronesian;aust1307;alive;ok;NA;NA;NA
eree1240;rGyalrong (Jinchuan Guaninqiao Wobzi);green;no;Eurasia;31.639053;101.445432;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
eryu1239;Eryuan;none;yes;Eurasia;26.538056;99.91;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
erzy1239;Erzya;none;yes;Eurasia;53;45.5;Uralic;ural1272;alive;ok;AGR;696630;96860
erzy1239;Erzya Mordvin;none;yes;Eurasia;52.8548;45.3901;Uralic;ural1272;alive;ok;AGR;696630;96860
esee1248;Ese Ejja;green;no;South America;-11.7268;-67.515;Pano-Tacanan;pano1259;alive;ok;HG;1770;700
esto1258;Estonian;none;yes;Eurasia;59.25;24.75;Uralic;ural1272;alive;ok;AGR;1164770;1164770
esto1258;Estonian;none;yes;Eurasia;58.55;25.82;Uralic;ural1272;alive;ok;AGR;1164770;1164770
even1259;Evenki;none;yes;Eurasia;65.75;105.3;Tungusic;tung1282;alive;ok;HG;27615;15800
even1259;Evenki;none;yes;Eurasia;65.75;105.3;Tungusic;tung1282;alive;ok;HG;27615;15800
faga1239;Faghani;none;yes;Papunesia;-10.4479;161.662;Austronesian;aust1307;alive;ok;NA;900;900
fali1285;Fali ?wagira;none;yes;Africa;10.5419;13.4087;Afro-Asiatic;afro1255;alive;ok;AGR;25000;25000
fata1245;Fataleka;none;yes;Papunesia;-8.59041;160.861;Austronesian;aust1307;alive;ok;AGR;6700;6700
fata1247;Fataluku;none;yes;Papunesia;-8.4394;126.9821;Timor-Alor-Pantar;timo1261;alive;ok;AGR;30000;37000
fata1247;Fataluku;none;yes;Papunesia;-8.49464;127.08;Timor-Alor-Pantar;timo1261;alive;ok;AGR;30000;37000
finn1318;Finnish;none;yes;Eurasia;61;24.45;Uralic;ural1272;alive;ok;AGR;5009390;5413380
finn1318;Finnish;none;yes;Eurasia;60.173335;24.941099;Uralic;ural1272;alive;ok;AGR;5009390;5413380
finn1318;Finnish;none;yes;Eurasia;64.7628;25.5577;Uralic;ural1272;alive;ok;AGR;5009390;5413380
fore1265;Forest Enets;none;yes;Eurasia;69.98;88.21;Uralic;ural1272;alive;ok;split;20;10
funa1237;Funai Helong;none;yes;Papunesia;-10.241153;123.689805;Austronesian;aust1307;alive;ok;NA;NA;NA
gaan1243;Ga?anda;none;yes;Africa;10.2955;12.6479;Afro-Asiatic;afro1255;alive;ok;AGR;43000;43000
gali1262;Kali'na;none;yes;South America;5.5;-56;Cariban;cari1283;alive;ok;AGR;7430;10000
galo1243;Galolen;none;yes;Papunesia;-8.61;125.96;Austronesian;aust1307;alive;ok;AGR;50000;11000
gaoo1237;Poro;none;yes;Papunesia;-8.35163;159.789;Austronesian;aust1307;alive;ok;NA;1220;1200
gaww1239;Gawwada;sky;yes;Africa;5.5;37.25;Afro-Asiatic;afro1255;alive;ok;AGR;32700;69000
gdon1234;rGyalrong (Maerkang Japhug Shaerzong (B));none;yes;Eurasia;32.159653;102.159643;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
geji1246;Geji;none;yes;Africa;10.3478;9.64965;Afro-Asiatic;afro1255;alive;ok;AGR;6000;6000
gela1263;Nggela;none;yes;Papunesia;-9.04587;160.186;Austronesian;aust1307;alive;ok;AGR;11900;12000
gela1263;Geser-Gorom;green;no;Papunesia;-4.004276;131.405702;Austronesian;aust1307;alive;ok;AGR;36500;37000
ghan1242;Ghanongga;none;yes;Papunesia;-8.02035;156.552;Austronesian;aust1307;alive;ok;NA;2510;2500
ghar1239;Ghari;none;yes;Papunesia;-9.4791;159.917;Austronesian;aust1307;alive;ok;AGR;12100;12000
ghod1238;Godoberi;bruise;yes;Eurasia;42.7428;46.2252;Nakh-Daghestanian;nakh1245;alive;ok;AGR;3000;130
ghul1238;Uncunwee;black. dark;mixed_with;Africa;11.6432;29.8122;Nubian;nubi1251;alive;ok;AGR;16000;33000
goem1240;Ankwe;green;no;Africa;8.74455;9.72453;Afro-Asiatic;afro1255;alive;ok;AGR;200000;347005
gree1278;Sanchong Kelao;none;yes;Eurasia;22.5632;104.698;Tai-Kadai;taik1256;alive;ok;AGR;300;300
gude1246;Fali Mucella and Gude;none;yes;Africa;10.2138;13.403;Afro-Asiatic;afro1255;alive;ok;AGR;96000;90000
gudu1250;Gudu;none;yes;Africa;10.1206;12.5359;Afro-Asiatic;afro1255;alive;ok;AGR;5000;5000
guib1244;Nung-Fengshan and Nung-Lazhai;none;yes;Eurasia;24.3;106.2;Tai-Kadai;taik1256;alive;ok;AGR;1000000;1000000
gula1270;Kwai;none;yes;Papunesia;-8.74742;161.023;Austronesian;aust1307;alive;ok;AGR;1570;1600
guri1247;Gurindji;green;no;Australia;-17.0329;130.379;Pama-Nyungan;pama1250;alive;ok;HG;540;240
guri1247;Gurindji;green;no;Australia;-17.6667;130.667;Pama-Nyungan;pama1250;alive;ok;HG;540;240
guru1261;Gurung;none;yes;Eurasia;27.41687;86.28988;Sino-Tibetan;sino1245;alive;ok;AGR;201300;325622
guuu1237;Muna  Kolowa;none;yes;Papunesia;-5.344488;122.617786;Austronesian;aust1307;alive;ok;NA;NA;NA
habu1241;Habun;none;yes;Papunesia;-8.77;125.97;Austronesian;aust1307;alive;ok;AGR;1260;2700
halh1238;Khalkha Mongolian;none;yes;Eurasia;48.32;106.29;Mongolic-Khitan;mong1349;alive;ok;AGR;2341240;2704030
hama1240;Hamap  Moru;green;no;Papunesia;-8.2668;124.5183;Timor-Alor-Pantar;timo1261;alive;ok;AGR;1290;1290
hani1248;Hani;none;yes;Eurasia;22.67753;102.8516733;Sino-Tibetan;sino1245;alive;ok;AGR;518620;740000
haus1257;Hausa;none;yes;Africa;11.1513;8.7804;Afro-Asiatic;afro1255;alive;ok;AGR;24988000;80000000
haus1257;Hausa;none;yes;Africa;12;7;Afro-Asiatic;afro1255;alive;ok;AGR;24988000;80000000
hawa1245;Hawaiian;none;yes;Papunesia;19.5833;-155.5;Austronesian;aust1307;alive;ok;AGR;1000;26205
hawa1245;Hawaiian;none;yes;Papunesia;21.903317;-160.135279;Austronesian;aust1307;alive;ok;AGR;1000;26205
hawa1245;Hawaiian;none;yes;Papunesia;19.6297;-155.43;Austronesian;aust1307;alive;ok;AGR;1000;26205
hebr1245;Modern Hebrew;none;yes;Eurasia;31.11;35.02;Afro-Asiatic;afro1255;alive;ok;AGR;5316700;5000000
heqi1238;Heqing;none;yes;Eurasia;26.0991374;99.9416161;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
high1278;Nahuatl (Sierra de Zacapoaxtla variety);green;no;North America;20.1554;-97.5556;Uto-Aztecan;utoa1244;alive;ok;AGR;125000;125000
hind1269;Hindi;none;yes;Eurasia;27.2;78;Indo-European;indo1319;alive;ok;AGR;181676620;322230097
hind1269;Hindi;none;yes;Eurasia;25.458226;80.335868;Indo-European;indo1319;alive;ok;AGR;181676620;322230097
hind1269;Hindi;none;yes;Eurasia;25;77;Indo-European;indo1319;alive;ok;AGR;181676620;322230097
hinu1240;Hinuq;none;yes;Eurasia;42.4502;45.8064;Nakh-Daghestanian;nakh1245;alive;ok;AGR;550;350
hitt1242;Hittite;none;yes;Eurasia;40.013951;34.621158;Indo-European;indo1319;old;ok;AGR;0;0
hitt1242;Hittite;none;yes;Eurasia;40;35;Indo-European;indo1319;old;ok;AGR;0;0
hlai1239;Hlai (Baoting variety);green  unripe;no;Eurasia;18.8062;109.459;Tai-Kadai;taik1256;alive;ok;AGR;667000;700000
hmon1333;White Hmong;green;no;Eurasia;26;105;Hmong-Mien;hmon1336;alive;ok;AGR;80000;80000
hoav1238;Hoava;none;yes;Papunesia;-8.19679;157.595;Austronesian;aust1307;alive;ok;AGR;460;460
huba1236;Kilba;none;yes;Africa;10.3544;13.139;Afro-Asiatic;afro1255;alive;ok;AGR;175000;310000
hung1274;Hungarian;none;yes;Eurasia;46.91;19.66;Uralic;ural1272;alive;ok;AGR;12501270;15000000
hung1274;Hungarian;none;yes;Eurasia;47.497865;19.040247;Uralic;ural1272;alive;ok;AGR;12501270;15000000
hung1274;Hungarian;none;yes;Eurasia;46.90685857;19.65552714;Uralic;ural1272;alive;ok;AGR;12501270;15000000
hunz1247;Hunzib;none;yes;Eurasia;42.0808;46.1369;Nakh-Daghestanian;nakh1245;alive;ok;AGR;1840;1000
hupd1244;Hup;green;no;South America;0.166667;-69.25;Naduhup;nada1235;alive;ok;HG;1360;1700
huuu1240;Xu;none;yes;Eurasia;22.0163;100.881;Austroasiatic;aust1305   ;alive;ok;NA;1000;1000
hwan1240;Hwona;green;no;Africa;10.3633;12.7683;Afro-Asiatic;afro1255;alive;ok;AGR;32000;32000
icel1247;Icelandic;none;yes;Eurasia;63.48;-19.02;Indo-European;indo1319;alive;ok;AGR;238050;321040
icel1247;Icelandic;none;yes;Eurasia;64.144237;-21.939672;Indo-European;indo1319;alive;ok;AGR;238050;321040
idat1237;Idate;none;yes;Papunesia;-8.7719;125.9262;Austronesian;aust1307;alive;ok;AGR;5000;5000
idat1237;Idate;none;yes;Papunesia;-8.671212;125.991368;Austronesian;aust1307;alive;ok;AGR;5000;5000
igna1246;Ignaciano;none;yes;South America;-15.1188;-65.3993;Arawakan;araw1281;alive;ok;AGR;4500;4500
ihaa1241;Iha  Degen;green;no;Papunesia;-2.7064;132.1958;West Bomberai;west2604;alive;ok;AGR;5500;5500
ihaa1241;Iha  Homorkopma;none;yes;Papunesia;-2.7432;132.3373;West Bomberai;west2604;alive;ok;AGR;5500;5500
imba1240;Imbabura Quechua;none;yes;South America;0.333333;-78;Quechuan;quec1387;alive;ok;AGR;300000;300000
inan1242;Inanwatan;green;no;Papunesia;-2.08;132.16;South Bird's Head;sout1516;alive;ok;AGR;1130;800
inar1241;Inari Sami;none;yes;Eurasia;69.42;27.87;Uralic;ural1272;alive;check;AGR;300;300
indo1316;Indonesian;none;yes;Papunesia;-6.16417;106.846225;Austronesian;aust1307;alive;ok;AGR;23187680;43600000
indo1316;Indonesian;none;yes;Papunesia;-7.33;109.72;Austronesian;aust1307;alive;ok;AGR;23187680;43600000
indo1316;Indonesian;none;yes;Papunesia;-7.33458;109.716;Austronesian;aust1307;alive;ok;AGR;23187680;43600000
indo1317;Bajau;none;yes;Papunesia;-4.742282;122.42932;Austronesian;aust1307;alive;ok;HG;150000;150000
indo1319;Proto-Indo-European;green  grey  yellow;no;Eurasia;47.688327;31.897499;Indo-European;indo1319;alive;ok;AGR;NA;NA
ingu1240;Ingush;none;yes;Eurasia;43.467736;44.750595;Nakh-Daghestanian;nakh1245;alive;ok;AGR;413000;322900
ingu1240;Ingush;none;yes;Eurasia;43.11;45.03;Nakh-Daghestanian;nakh1245;alive;ok;AGR;413000;322900
iraq1241;Iraqw;none;yes;Africa;-4;35.5;Afro-Asiatic;afro1255;alive;ok;AGR;462000;460000
iris1253;Irish;grey;mixed_with;Eurasia;53.22;-7.62;Indo-European;indo1319;alive;ok;AGR;391470;141000
iris1253;Irish;grey;mixed_with;Eurasia;53.244432;-9.301101;Indo-European;indo1319;alive;ok;AGR;391470;141000
iris1253;Irish;grey;mixed_with;Eurasia;53.2186;-7.61509;Indo-European;indo1319;alive;ok;AGR;391470;141000
iron1242;Ossetic;green  unripe;no;Eurasia;42.98;44.61;Indo-European;indo1319;alive;ok;AGR;641450;497875
ital1282;Italian;none;yes;Eurasia;43.05;12.65;Indo-European;indo1319;alive;ok;AGR;61696677;64819790
ital1282;Italian;none;yes;Eurasia;43.115956;12.385145;Indo-European;indo1319;alive;ok;AGR;61696677;64819790
ital1282;Italian;none;yes;Eurasia;43.0464;12.6489;Indo-European;indo1319;alive;ok;AGR;61696677;64819790
itel1242;Itelmen;green;no;Eurasia;56.78;156.91;Chukotko-Kamchatkan;chuk1271;alive;ok;HG;380;82
itel1242;Itelmen;green;no;Eurasia;56.78;156.91;Chukotko-Kamchatkan;chuk1271;alive;ok;HG;380;82
iton1250;Itonama;none;yes;South America;-12.670255;-64.44043;Itonama;iton1250;alive;ok;HG;10;5
iton1250;Itonama;none;yes;South America;-12.80431;-64.35748;Itonama;iton1250;alive;ok;HG;10;5
iumi1238;Mien;none;yes;Eurasia;24.172823;110.054488;Hmong-Mien;hmon1336;alive;ok;AGR;818635;820000
iyoj1235;Chorote;none;yes;South America;-22.1896;-63.2383;Matacoan;mata1289;alive;ok;HG;800;800
jama1262;Jamaican Creole (Limonese Creole dialect);none;yes;North America;18.13;-77.2612;Indo-European;indo1319;alive;ok;AGR;3202600;3200000
jian1239;Jianchuan;none;yes;Eurasia;26.5536208;100.1396921;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
jing1260;Jingpho;none;yes;Eurasia;25.461826;97.329866;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
jion1236;Jiongnai;none;yes;Eurasia;24.071002;110.105752;Hmong-Mien;hmon1336;alive;ok;NA;1080;1100
jire1238;Tibetan (Jirel);green;no;Eurasia;27.6931;86.3201;Sino-Tibetan;sino1245;alive;ok;AGR;7070;4800
jude1256;Judeo-Tat;none;yes;Eurasia;42.068306;48.264749;Indo-European;indo1319;alive;ok;AGR;97020;106000
kaba1285;Moronene;none;yes;Papunesia;-5.260449;122.016514;Austronesian;aust1307;alive;ok;AGR;NA;NA
kaba1285;Moronene  Kabaena;green;no;Papunesia;-5.255084;121.898494;Austronesian;aust1307;alive;ok;AGR;NA;NA
kach1280;Jinghpo;none;yes;Eurasia;25.4634;97.3278;Sino-Tibetan;sino1245;alive;ok;AGR;940060;940000
kach1280;Jingpho;none;yes;Eurasia;25.28;97.2;Sino-Tibetan;sino1245;alive;ok;AGR;940060;940000
kaer1234;Kaera;green;no;Papunesia;-8.3287;124.0177;Timor-Alor-Pantar;timo1261;alive;ok;AGR;5500;5500
kaer1234;Kaera;green;no;Papunesia;-8.4047;124.2175;Timor-Alor-Pantar;timo1261;alive;ok;AGR;5500;5500
kaes1237;Kaisabu;none;yes;Papunesia;-5.47522;122.68673;Austronesian;aust1307;alive;ok;AGR;NA;NA
kafo1240;Kafoa;green;no;Papunesia;-8.3616;124.4478;Timor-Alor-Pantar;timo1261;alive;ok;AGR;1000;1000
kafo1240;Kafoa;green;no;Papunesia;-8.36572;124.446;Timor-Alor-Pantar;timo1261;alive;ok;AGR;1000;1000
kahu1241;Mami and Tawaroga;none;yes;Papunesia;-10.6963;162.191;Austronesian;aust1307;alive;ok;NA;5170;5200
kaik1246;Kaike;green;no;Eurasia;28.853;83.1384;Sino-Tibetan;sino1245;alive;ok;NA;790;50
kain1272;Kaing?íng;green  unripe  raw;no;South America;-27.7671;-52.5394;Nuclear-Macro-Je;nucl1710;alive;ok;HG;25875;18000
kajt1238;Dargwa (Khajdak dialect);none;yes;Eurasia;42.052428;47.776611;Nakh-Daghestanian;nakh1245;alive;ok;AGR;30000;30000
kala1399;Kalaallisut;none;yes;North America;69.38;-52.86;Eskimo-Aleut;eski1264;alive;ok;HG;57800;56200
kale1247;Pancana  Kalende;none;yes;Papunesia;-5.301788;122.929849;Austronesian;aust1307;alive;ok;NA;NA;NA
kali1300;Central Lembata  Kalikasa;none;yes;Papunesia;-8.463;123.4798;Austronesian;aust1307;alive;ok;NA;NA;NA
kalm1243;Kalmyk;green;no;Eurasia;46.57;45.32;Mongolic-Khitan;mong1349;alive;ok;AGR;499000;432800
kama1364;Kamaru;none;yes;Papunesia;-5.16;123.05;Austronesian;aust1307;alive;ok;NA;3500;3500
kama1365;Kamang;green;no;Papunesia;-8.26897;124.792;Timor-Alor-Pantar;timo1261;alive;ok;AGR;16500;6000
kama1365;Kamang  Atoitaa;green;no;Papunesia;-8.2543;124.8515;Timor-Alor-Pantar;timo1261;alive;ok;AGR;16500;6000
kamb1299;Kambera;none;yes;Papunesia;-9.953635;120.450471;Austronesian;aust1307;alive;ok;AGR;240000;240000
kamb1299;Kambera;none;yes;Papunesia;-9.88;120.23;Austronesian;aust1307;alive;ok;AGR;240000;240000
kamw1239;Higi Futu;green;no;Africa;10.646;13.5136;Afro-Asiatic;afro1255;alive;ok;AGR;300000;985000
kara1474;Karata;none;yes;Eurasia;42.6501;46.3151;Nakh-Daghestanian;nakh1245;alive;ok;AGR;5000;6000
kara1499;Kalamang;green;no;Papunesia;-3.481154;132.721147;West Bomberai;west2604;alive;ok;AGR;240;100
kara1500;Karaj?í;green;no;South America;-11.1881;-50.3492;Nuclear-Macro-Je;nucl1710;alive;ok;AGR;3600;2700
kare1335;North Karelian;none;yes;Eurasia;65.17;30.87;Uralic;ural1272;alive;ok;AGR;45000;35600
kare1348;Karekare;green;no;Africa;12.5176;10.8732;Afro-Asiatic;afro1255;alive;ok;AGR;150000;150000
karo1304;Karok;green  yellow;no;North America;41.8228;-123.315;Karok;karo1304;alive;ok;HG;10;12
karo1304;Karok;green  yellow;no;North America;41.8228;-123.315;Karok;karo1304;alive;ok;HG;10;12
kaza1248;Kazakh;none;yes;Eurasia;49.8;73.15;Turkic;turk1311;alive;ok;AGR;8331950;12900000
kaza1248;Kazakh;none;yes;Eurasia;51.157374;71.460067;Turkic;turk1311;alive;ok;AGR;8331950;12900000
keda1252;Kedang  Leubatang;none;yes;Papunesia;-8.322779;123.717692;Austronesian;aust1307;alive;ok;AGR;30000;30000
kekc1242;Q'eqchi';none;yes;North America;16;-89.8333;Mayan;maya1287;alive;ok;AGR;423500;1100000
