glottocode	latitude	longitude	humidity_overall_mean	humidity_overall_median	humidity_overall_sd	humidity_overall_IQR	humidity_mean_annual_mean	humidity_mean_annual_median	humidity_mean_annual_sd	humidity_mean_annual_IQR
abkh1244	43.06	41.16	0.00803049873627965	0.00736999977380037	0.00355636973396899	0.00652499997522682	0.00802021884786415	0.00735625765971943	0.00367514280568306	0.00607592462458544
abkh1244	42.999497	41.017252	0.00803049873627965	0.00736999977380037	0.00355636973396899	0.00652499997522682	0.00802021884786415	0.00735625765971943	0.00367514280568306	0.00607592462458544
abui1241	-8.31058	124.588	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
abui1241	-8.236	124.6783	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
abui1241	-8.1887	124.6264	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
abui1241	-8.403792	124.623702	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
abui1241	-8.334706	124.715864	0.0180317117595971	0.0182900000363588	0.00131548425569797	0.001910001039505	0.0180411145577297	0.0183067486310999	0.00123737218802857	0.00179375833896403
acha1249	24.466605	97.89503	0.0124847518599273	0.0131149999797344	0.0047099286611631	0.00953499949537218	0.0124720897421509	0.0131812798402583	0.0048865954905711	0.00922767291679823
ache1246	-25.5865	303.5303	0.0151036628478561	0.0152249997481704	0.00303950524312576	0.00550999911502004	0.0151092819521504	0.0153072222278246	0.00307557659059986	0.00514013830171381
adan1251	-8.1837	124.4979	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
adon1237	-8.3757	123.2375	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
adyg1241	44.65	40	0.00780709870762055	0.00726999994367361	0.00300009535649484	0.00533999991603196	0.00780041070331038	0.0074399909515503	0.00308122027292894	0.00505046214513843
adyg1241	44.018006	39.420799	0.00780709870762055	0.00726999994367361	0.00300009535649484	0.00533999991603196	0.00780041070331038	0.0074399909515503	0.00308122027292894	0.00505046214513843
aghu1253	41.92	47.58	0.00673615419667318	0.00683499989099801	0.00251194842624001	0.00478750048205256	0.00672993451068537	0.00691424376822801	0.00258685045623659	0.00450708121691908
aghu1253	41.9242	47.5843	0.00673615419667318	0.00683499989099801	0.00251194842624001	0.00478750048205256	0.00672993451068537	0.00691424376822801	0.00258685045623659	0.00450708121691908
agua1253	-5.30044	282.0782	0.0131562138812091	0.0131649998947978	0.00126639655359156	0.00176999997347593	0.0131674124622271	0.0133696305177485	0.00106510241938791	0.00152765621573457
ainu1240	43.63	142.46	0.00678058449338496	0.0058699999935925	0.00362880460104874	0.00635250000050291	0.0067701845104446	0.00593993054806358	0.00375327370290332	0.00581931944341502
ainu1240	43.63	142.46	0.00678058449338496	0.0058699999935925	0.00362880460104874	0.00635250000050291	0.0067701845104446	0.00593993054806358	0.00375327370290332	0.00581931944341502
akhv1239	42.4003	46.3037	0.00673615419667318	0.00683499989099801	0.00251194842624001	0.00478750048205256	0.00672993451068537	0.00691424376822801	0.00258685045623659	0.00450708121691908
akhv1239	42.4003	46.3037	0.00673615419667318	0.00683499989099801	0.00251194842624001	0.00478750048205256	0.00672993451068537	0.00691424376822801	0.00258685045623659	0.00450708121691908
alba1267	41.33	19.85	0.00741650012624613	0.00735500012524426	0.00213656193337009	0.00356999970972538	0.00741242134668931	0.00740687498990964	0.00216534075291898	0.00350795037391233
aleu1260	52.12	185.71	0.00510880640639526	0.00475999992340803	0.00114391890309486	0.0019000000320375	0.00510561032953539	0.00472597223253817	0.00117181176072515	0.00166916700173816
aleu1260	52.12	185.71	0.00510880640639526	0.00475999992340803	0.00114391890309486	0.0019000000320375	0.00510561032953539	0.00472597223253817	0.00117181176072515	0.00166916700173816
alor1247	-8.2222047	124.4084444	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
alor1247	-8.176126	124.285994	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
alor1247	-8.3613	124.0939	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
alor1247	-8.361888	124.094494	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
alor1247	-8.310903	124.031987	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
alor1247	-8.182806	124.375247	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
