glottocode	latitude	longitude	longitude_180	UV_jan	UV_fev	UV_mar	UV_apr	UV_may	UV_jun	UV_jul	UV_aug	UV_sep	UV_oct	UV_nov	UV_dec	UV_sd	UV_mean
beng1280	24	90	90	16093	18301	21249	22173	21256	17502	16671	16234	16447	17469	16611	15486	2303.22893242324	17957.6666666667
beng1280	23.7805733	90.2792399	90.2792399	16235	18308	21052	21792	21148	17439	16765	16337	16551	17439	16616	15606	2162.45325050186	17940.6666666667
bezh1248	42.0833	46.1667	46.1667	6510	9276	12332	16197	19220	22181	22803	20196	16137	10722	7122	5682	6236.85416769471	14031.5
bezh1248	42.1206	46.0332	46.0332	6487	9354	12425	16136	19065	21866	22498	19777	15943	10658	7101	5648	6108.09714207049	13913.1666666667
biak1248	-1.003358	135.815912	135.815912	18177	19209	19013	18761	17607	16668	16811	18701	19107	19998	18909	18115	992.78790191149	18423
biak1248	-0.9523	135.879	135.879	17905	18892	18714	18658	17527	16570	16682	18560	18942	19765	18496	17856	943.25446854189	18213.9166666667
biao1254	25.82286	111.29622	111.29622	8328	8757	10454	13193	14780	16048	20253	19602	16950	12847	10140	8796	4210.87784700818	13345.6666666667
bilu1245	-7.92388	156.663	156.663	20300	20231	20481	19986	19081	17946	18101	18852	21300	21405	20834	20255	1154.49479965232	19897.6666666667
bima1247	-8.53818	118.843333	118.843333	16121	17504	18346	17390	16052	15015	15196	17382	19507	21430	19388	17822	1889.0626563714	17596.0833333333
bino1238	-5.961514	124.027918	124.027918	16871	17795	19216	18851	17318	16361	17052	19695	21982	22863	21544	18920	2140.5155283886	19039
bira1254	-9.73716	160.52	160.52	20301	19908	19877	19200	17869	16485	16550	17806	20116	20753	20358	19961	1517.41540625879	19098.6666666667
bitt1240	21.3474	101.916	101.916	13421	16174	18360	18930	18864	17058	15824	16066	17176	15747	13831	12109	2159.16305334013	16130
biyo1243	22.511	101.652	101.652	13231	16087	18634	19410	18955	16869	15583	16133	16603	14420	13268	11620	2436.66256321422	15901.0833333333
blab1237	-8.15058	159.419	159.419	19754	19383	19639	19428	18468	17119	17198	18040	20103	20488	19738	19304	1100.74320622959	19055.1666666667
blag1240	-8.31787	124.251	124.251	16879	17138	19311	19245	17683	17125	17340	20521	22890	23585	22209	19810	2389.52037789253	19478
blag1240	-8.3672	124.2409	124.2409	17361	17578	19765	19655	18009	17422	17787	20996	23428	24278	22967	20220	2493.3438482196	19955.5
blag1240	-8.2056	124.2907	124.2907	17929	18226	20198	19838	18172	17506	18044	20880	23283	24265	23267	20586	2359.64912003818	20182.8333333333
blan1242	22.0092	99.7405	99.7405	15811	18880	20868	21106	19846	17165	15472	15852	16894	15652	14835	13773	2432.56058506258	17179.5
boga1251	10.188	12.936	12.936	18896	20690	20470	20212	20271	19353	16838	15377	17384	19298	19241	18882	1615.57202553677	18909.3333333333
boly1239	24.7013	104.955	104.955	9278	11174	14498	17119	17151	16139	17340	17796	15545	11893	10809	9117	3319.09147275959	13988.25
botl1242	42.665	46.22	46.22	5992	8743	12128	16300	19745	22326	22810	19706	15555	10451	6727	5119	6462.2206263979	13800.1666666667
bret1244	48.25	356.21	-3.79	3382	5912	10137	15262	18810	19857	19136	16655	12672	7447	4368	2842	6499.8629262936	11373.3333333333
bret1244	47.995619	355.897136	-4.102864	3429	6048	10158	15203	18676	19977	19198	16683	12846	7565	4455	2968	6463.36648607623	11433.8333333333
bret1244	48.2452	356.21066	-3.78934	3382	5912	10137	15262	18810	19857	19136	16655	12672	7447	4368	2842	6499.8629262936	11373.3333333333
budu1248	41.18169	48.371	48.371	6186	9058	12017	16140	19436	21866	22618	19532	16072	10994	7421	5646	6154.13344464884	13915.5
budu1248	41.2272	48.3353	48.3353	6546	9197	11899	15882	19071	21408	21953	19040	15534	10676	7441	5892	5854.26364375624	13711.5833333333
bugh1239	-8.47948	159.802	159.802	20361	20137	20267	19726	18556	17242	17408	18404	20607	21095	20626	20274	1312.4950880139	19558.5833333333
bulg1262	42.7	23.8	23.8	5079	8023	11529	15613	18375	20624	20910	18683	14510	9829	5842	4278	6160.14172591291	12774.5833333333
bulg1262	42.698586	23.3535	23.3535	4923	7933	11515	15517	18332	20457	20778	18801	14287	9693	5702	4137	6184.74133299531	12672.9166666667
