,X.179.375,X.178.125,X.176.875,X.175.625,X.174.375,X.173.125,X.171.875,X.170.625,X.169.375,X.168.125,X.166.875,X.165.625,X.164.375,X.163.125,X.161.875,X.160.625,X.159.375,X.158.125,X.156.875,X.155.625,X.154.375,X.153.125,X.151.875,X.150.625,X.149.375,X.148.125,X.146.875,X.145.625,X.144.375,X.143.125,X.141.875,X.140.625,X.139.375,X.138.125,X.136.875,X.135.625,X.134.375,X.133.125,X.131.875,X.130.625,X.129.375,X.128.125,X.126.875,X.125.625,X.124.375,X.123.125,X.121.875,X.120.625,X.119.375,X.118.125,X.116.875,X.115.625,X.114.375,X.113.125,X.111.875,X.110.625,X.109.375,X.108.125,X.106.875,X.105.625,X.104.375,X.103.125,X.101.875,X.100.625,X.99.375,X.98.125,X.96.875,X.95.625,X.94.375,X.93.125,X.91.875,X.90.625,X.89.375,X.88.125,X.86.875,X.85.625,X.84.375,X.83.125,X.81.875,X.80.625,X.79.375,X.78.125,X.76.875,X.75.625,X.74.375,X.73.125,X.71.875,X.70.625,X.69.375,X.68.125,X.66.875,X.65.625,X.64.375,X.63.125,X.61.875,X.60.625,X.59.375,X.58.125,X.56.875,X.55.625,X.54.375,X.53.125,X.51.875,X.50.625,X.49.375,X.48.125,X.46.875,X.45.625,X.44.375,X.43.125,X.41.875,X.40.625,X.39.375,X.38.125,X.36.875,X.35.625,X.34.375,X.33.125,X.31.875,X.30.625,X.29.375,X.28.125,X.26.875,X.25.625,X.24.375,X.23.125,X.21.875,X.20.625,X.19.375,X.18.125,X.16.875,X.15.625,X.14.375,X.13.125,X.11.875,X.10.625,X.9.375,X.8.125,X.6.875,X.5.625,X.4.375,X.3.125,X.1.875,X.0.625,X0.625,X1.875,X3.125,X4.375,X5.625,X6.875,X8.125,X9.375,X10.625,X11.875,X13.125,X14.375,X15.625,X16.875,X18.125,X19.375,X20.625,X21.875,X23.125,X24.375,X25.625,X26.875,X28.125,X29.375,X30.625,X31.875,X33.125,X34.375,X35.625,X36.875,X38.125,X39.375,X40.625,X41.875,X43.125,X44.375,X45.625,X46.875,X48.125,X49.375,X50.625,X51.875,X53.125,X54.375,X55.625,X56.875,X58.125,X59.375,X60.625,X61.875,X63.125,X64.375,X65.625,X66.875,X68.125,X69.375,X70.625,X71.875,X73.125,X74.375,X75.625,X76.875,X78.125,X79.375,X80.625,X81.875,X83.125,X84.375,X85.625,X86.875,X88.125,X89.375,X90.625,X91.875,X93.125,X94.375,X95.625,X96.875,X98.125,X99.375,X100.625,X101.875,X103.125,X104.375,X105.625,X106.875,X108.125,X109.375,X110.625,X111.875,X113.125,X114.375,X115.625,X116.875,X118.125,X119.375,X120.625,X121.875,X123.125,X124.375,X125.625,X126.875,X128.125,X129.375,X130.625,X131.875,X133.125,X134.375,X135.625,X136.875,X138.125,X139.375,X140.625,X141.875,X143.125,X144.375,X145.625,X146.875,X148.125,X149.375,X150.625,X151.875,X153.125,X154.375,X155.625,X156.875,X158.125,X159.375,X160.625,X161.875,X163.125,X164.375,X165.625,X166.875,X168.125,X169.375,X170.625,X171.875,X173.125,X174.375,X175.625,X176.875,X178.125,X179.375
-89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,26,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
-81.5,39,35,27.5,37,44,43.5,NA,32,35.75,31,47,35.75,29.5,44.6,39,43.3333333333333,36.6666666666667,41,39.5,39.5,47,52.5,32,44.5,40.3333333333333,31.5,34.3333333333333,50.3333333333333,35.6666666666667,53,44,44.5,40.3333333333333,42.5,45,46.5,41,33.3333333333333,30,39.3333333333333,37,34,32.6,33,39,37,43.5,39,35.6666666666667,36.25,37,40,32.3333333333333,37.5,38.6,43,53,36.75,38.4,50.8,55.6666666666667,49,40.6,34.6666666666667,46.5,39.5,39.25,43,31.25,42.5,38,39.5,33.4,40.6,37.3333333333333,44,33.4,38,33.3333333333333,38.25,34.5,54,40.6666666666667,40,45,47,50,43.75,40,38.5,NA,36,45.2,50.3333333333333,54.5,34,53,49,45,37,42,45,39,46.5,NA,40,36,32,28,31,30.75,35.5,21.5,33,40.6666666666667,46.6666666666667,32.5,31,26.3333333333333,34.5,44.6666666666667,NA,30.5,38.2,39.5,32.5,40,47,39.8,86.75,112,105,100.333333333333,112.5,114.5,114,112.5,103,112,112.5,103.25,100,100,111.5,112.5,99.3333333333333,114,94.5,101,113.4,113,113.5,105.857142857143,113.75,114.5,112,112.666666666667,104,97,113,112,97,113.666666666667,112,114.333333333333,113,107.333333333333,112,114,113.5,113,107,94.5,101,112.5,112.666666666667,112,76,113.25,113,106.5,94,104.25,113,93.5,113,113,95,113,111,113,102.333333333333,114,112.333333333333,100.333333333333,95,112,94,113,113.333333333333,112,99.6666666666667,93.5,114,NA,113.666666666667,113,100.666666666667,113,112.5,114,111,112.5,112.666666666667,102,98.3333333333333,113.666666666667,96.6666666666667,NA,NA,90,96.6666666666667,112,112,113,96.3333333333333,97.3333333333333,88,112,113,113,87,112,112.5,112.5,112,95,100.25,112.5,112.5,95.3333333333333,95,113,111.75,112.5,NA,111.5,98.75,111.5,111.5,112.333333333333,94.3333333333333,112,111,111.666666666667,55,39,37,42.5,48.5,36.5,45.4,55,46,68,38.3333333333333,28,28.6666666666667,33.5,33,41,32,36.5,38.3333333333333,34,36,42.5,32,34,49,59,NA,36,NA,54,31,18,43
-80.5,40.3,41,44.9,41.5,39.4,39.3,42.4,42.25,38,39.7,39.7777777777778,38.5555555555556,39.4444444444444,41.7272727272727,42.6363636363636,46.125,40.5833333333333,39.6,39,41,40.7,35.6,35.5714285714286,40.4285714285714,41.3333333333333,51.625,48.2,45.3,47.375,47.4,45.6,47.7857142857143,46.0909090909091,43.0909090909091,43.125,46.8,47.4545454545455,45.3076923076923,48.3333333333333,52.0909090909091,53.1,51.2727272727273,46.7,46.9,46.9090909090909,43.7142857142857,48.3333333333333,48.1,45.3,43.1111111111111,43.3,43.3,49.5,52,43.2,56.6666666666667,50,49.4545454545455,54.2222222222222,56.625,40,42,41.6666666666667,40.4,41.8181818181818,44.1818181818182,46.875,44.3333333333333,39.9166666666667,41.3,40.5454545454545,44.0909090909091,41.3636363636364,39.7,36.6666666666667,38.4,41.7272727272727,43,39.9,43,46.1,42.5555555555556,42.5,44.3333333333333,42.6,45.7272727272727,44.7692307692308,41.6363636363636,42.6,35.9090909090909,39,36.1428571428571,38.3846153846154,37.3,36.7,36.6,40.75,37.75,36.375,36.6153846153846,40.7272727272727,42.2307692307692,38.1538461538462,39.8888888888889,37.1111111111111,36.75,39,37.6,43.9,40.4545454545455,38.7272727272727,37.8888888888889,40.7,43.75,43.2307692307692,42.3636363636364,30,33.25,30.7,33.9,42.3,42.0909090909091,43.1,38.6666666666667,40.2727272727273,38.5,38,40.1,41.1,83.3333333333333,110.666666666667,109,111.25,113.875,114,109.636363636364,109.666666666667,107.6,111.555555555556,111.3,107.2,112,111.4,108.454545454545,113.777777777778,111.7,111.222222222222,111.625,109.545454545455,108.2,112,107.444444444444,111.222222222222,111,112.25,114.571428571429,111.7,111.444444444444,112.7,112.454545454545,111,112,110.090909090909,111.777777777778,113.875,111.181818181818,109,111.6,112.333333333333,111.875,111.6,107.2,108.25,110.75,113.111111111111,110.888888888889,112.1,114.2,114.25,110.818181818182,106.8,112,109.1,109.090909090909,111.9,111.875,111.181818181818,111,114.333333333333,111.777777777778,111.3,111.8,109.666666666667,105,109.5,112,104.555555555556,106.25,109.4,110.75,109.181818181818,109,110.7,109.545454545455,114.625,111,110.5,108.461538461538,111.090909090909,107.454545454545,109.363636363636,110.75,110.3,110.666666666667,110.833333333333,108.25,109.222222222222,107.333333333333,106.5,109.5,110.1,109.909090909091,106.909090909091,111.444444444444,106,109.8,105.5,110.625,109.3,108.777777777778,110.111111111111,109.714285714286,110.2,113.5,113.5,113.444444444444,107.375,109.9,106.3,105.5,108.5,108.25,109.333333333333,107.454545454545,106.5,104.4,107.888888888889,108.3,104.7,107.545454545455,107.875,105.375,103.181818181818,109.125,112.571428571429,102,106.2,62.625,39.1428571428571,41.4285714285714,39.7,39.1111111111111,38.625,41.5,31.1111111111111,34.2222222222222,34.5714285714286,39.7777777777778,33,41.2,39.875,35.1428571428571,36.8571428571429,37.2,35.1818181818182,31.875,34,33.9166666666667,35.5555555555556,34.4444444444444,33.1,38.1,38.2222222222222,38.375,44.2,41.1,37.5555555555556,37.8571428571429
