glottocode	latitude	longitude	humidity_overall_mean	humidity_overall_median	humidity_overall_sd	humidity_overall_IQR	humidity_mean_annual_mean	humidity_mean_annual_median	humidity_mean_annual_sd	humidity_mean_annual_IQR
lawu1238	24.133878	101.498795	0.0114883322758266	0.0113999997265637	0.00402274430709616	0.00802250020205975	0.0114807273649608	0.0115909027517773	0.00417365235593341	0.00774075489769328
sout2722	22.87312	103.306087	0.0120864493158019	0.0117799998261034	0.00383938994050798	0.00763749936595559	0.0120821592494357	0.0120062375337713	0.00398519889013772	0.00725498266304688
limi1243	24.469	100.073	0.011621855365412	0.0117950001731515	0.00430332356092705	0.00866749999113381	0.0116116282852637	0.0119549326482229	0.0044654032726133	0.00831587294750433
kath1251	24.2	105.1	0.0128276707617553	0.012879999820143	0.00392000863821526	0.00762250041589141	0.0128252517223516	0.0128584132180549	0.00406714901284573	0.00696235558360867
naaa1244	21.2701	100.214	0.0127210585912798	0.0136249996721745	0.00421038219694863	0.00834499881602824	0.0127107017640123	0.0135460659447643	0.00435282896257587	0.00796684230024564
west1506	24.73	98.9	0.011621855365412	0.0117950001731515	0.00430332356092705	0.00866749999113381	0.0116116282852637	0.0119549326482229	0.0044654032726133	0.00831587294750433
lako1247	46.3699	-103.95	0.00546096724573097	0.00473999977111816	0.00291008132863303	0.00497245026053861	0.00545559166142685	0.00471895206687299	0.00300204451568397	0.00463406317673313
dime1235	6.20951	36.3329	0.0139095905602699	0.0145500004291534	0.00184188765168156	0.002210000064224	0.013906143726947	0.0145171257188647	0.00173464219849605	0.00199028474485709
tere1278	-6.70051	155.745	0.0191117574858082	0.0190749997273088	0.000544266466062802	0.000749999657273293	0.0191127549322813	0.0191153277280844	0.00037404109518325	0.000480477103135652
cent2009	23.95	108	0.0142102068673281	0.0148149998858571	0.00499687393624844	0.00971999997273088	0.0142068557138073	0.0146497242902923	0.0051824025080011	0.00873516950943869
east2363	23.7	109	0.0142102068673281	0.0148149998858571	0.00499687393624844	0.00971999997273088	0.0142068557138073	0.0146497242902923	0.0051824025080011	0.00873516950943869
liuq1235	24.1	109.75	0.0138580558256036	0.0144299999810755	0.00527980612191449	0.0103575000539422	0.0138534959155009	0.0142502770759165	0.00547804446283885	0.00935129514578471
high1242	16.1849	-95.7301	0.0162516712158971	0.0164649998769164	0.00218586932413833	0.00399187486618757	0.0162556400381508	0.016382315247837	0.00220489817367401	0.00385112049601351
abui1241	-8.31058	124.588	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
beri1254	-2.26904	138.866	0.018233170982511	0.0182300005108118	0.000410205766319521	0.000549999997019768	0.0182367973509218	0.0182589354355716	0.000283594852630578	0.000360133527364168
xico1235	20.6532	-97.7463	0.0145192166772999	0.0147250001318753	0.00185199332230315	0.00324499956332147	0.0145249198679823	0.014700571501938	0.00185860305588432	0.00311571884473475
tuni1252	30.9888	-92.5403	0.012313690797441	0.0110700000077486	0.00449638869435109	0.00831999978981912	0.0123071119859336	0.0112736826477986	0.0046287034863052	0.00789136915086096
rumu1243	-7.17149	144.179	0.0165713094424517	0.0167999994009733	0.00103960142285579	0.00118999928236008	0.0165777281687548	0.0168573381379247	0.000910850406942351	0.00119623299946802
sout2697	36.5137	48.4302	0.00713447912781779	0.00726999994367361	0.00252711854708001	0.00472499977331609	0.00712521972757299	0.00727340484607137	0.00259955998101055	0.00435473190898645
east2326	57.566	22.0262	0.00582024371544538	0.00517999986186624	0.00242896849616746	0.00394750002305955	0.00581681549586214	0.00517132639975494	0.00249723538671406	0.0038086069568332
wara1303	7.50851	-59.3528	0.0166572926800464	0.0167500004172325	0.000964317587013735	0.001437499653548	0.0166544152542367	0.0167947639064449	0.000782103248058227	0.00116938259452581
wint1259	39.7176	-122.445	0.00654494721037585	0.00654500001110137	0.000972252357524541	0.00152000039815903	0.00654646633640373	0.00653260347705024	0.000963358643786128	0.00133707638047377
yare1248	-9.50651	148.605	0.0177092539843406	0.0179850002750754	0.00139513596156233	0.00190750090405345	0.0177154248411537	0.0179105597781017	0.00128124386273564	0.00191803293354395
nucl1454	-1.77196	136.263	0.0189944590834818	0.0189599990844727	0.000490305960258506	0.000689998269081116	0.0189993484537603	0.0190029444250589	0.000279348587211114	0.000354895859749781
wapp1239	38.25	-122.5	0.00654494721037585	0.00654500001110137	0.000972252357524541	0.00152000039815903	0.00654646633640373	0.00653260347705024	0.000963358643786128	0.00133707638047377
arab1268	-1.96126	-75.0612	0.0186892763216543	0.0188100002706051	0.00111619093099793	0.00149999931454659	0.018696903553699	0.0189114582543779	0.000907355355207321	0.00116589442283536
afro1255	8.67	8.08	0.0153087485849744	0.0166599992662668	0.00308983342686275	0.0034700003452599	0.0152926303815459	0.0167499125301321	0.00293201060252345	0.00378075412785013
algi1248	42.67	106.5	0.00290777704168039	0.00249999994412065	0.00180333747787415	0.00279750011395663	0.00290437121267959	0.00251811318998484	0.00184113527295242	0.00250038334888814
araw1281	1	290.83	0.018553515030006	0.0185899995267391	0.000652119591599224	0.000860000029206276	0.0185592546604653	0.0186333333452543	0.000459502129801914	0.00054096838640463
araw1282	-6	109.5	0.0183222628174684	0.0183400008827448	0.000631983286658552	0.000899998471140862	0.0183299044807325	0.0184179166357757	0.000474880316133783	0.000596555240917951
atha1245	53.75	236.5	0.00479113228725202	0.00400999980047345	0.00238480985313231	0.00387572514591739	0.00478419681456338	0.00410961041375736	0.00242029512197608	0.00373918402086322
atla1278	8.75	8.25	0.0153087485849744	0.0166599992662668	0.00308983342686275	0.0034700003452599	0.0152926303815459	0.0167499125301321	0.00293201060252345	0.00378075412785013
aust1307	23.76	120.98	0.0161988217978454	0.0163150001317263	0.00310185534477046	0.006029998883605	0.016194334277817	0.0162575965579082	0.0032056167743063	0.00573957292363048
bain1263	-4.67477333333333	151.919166666667	0.0187526386022776	0.0187899991869926	0.000650451652926401	0.000817499589174986	0.0187449066846745	0.0187637417628947	0.000432496452171914	0.000573347102747195
bora1262	-1.4327295	-72.340983	0.0183659542150066	0.0184400007128716	0.00087448824868684	0.00122999958693981	0.0183727302953307	0.0185406250594598	0.000683888570325308	0.00087984578890933
cadd1255	33.33	86.5	0.00414593089241665	0.00343594991136342	0.00227764560886445	0.00389500008895993	0.00413842743378686	0.00339577708412738	0.00234322365699969	0.00376639514433919
chib1249	9.75	276.58	0.0190124679248268	0.0190600007772446	0.00058765310388586	0.000747499521821737	0.0190125952372357	0.0191199576301086	0.000497977308034852	0.000623823221152027
chim1311	47.912585	-123.8710725	0.00618104696749234	0.00609499984420836	0.00154964419655153	0.00282000005245209	0.00617705896675007	0.00608700208896254	0.00157607800859102	0.00265174549551577
chum1262	34.5459	-119.963	0.0070045150307361	0.00695499987341464	0.0010860179260233	0.00168749992735684	0.00700478385098406	0.00693208332328747	0.00106539016784159	0.00155097949835989
coch1271	32.3426727272727	-114.839454545455	0.00587813834614166	0.00558500015176833	0.00149801723927383	0.00204000016674399	0.00587702723622013	0.00560083333402872	0.0014620799334885	0.00192986078521547
dogo1299	14.51624675	-3.27346845	0.00935824650897708	0.00765500008128583	0.00591388492047481	0.0114675003569573	0.00934413245382165	0.00779481527731857	0.00603153056478609	0.0103348250340787
eski1264	63.69	189.52	0.0032667406771027	0.00319499999750406	0.00184122006742108	0.00324750004801899	0.00326243776430284	0.00318231250437546	0.00189330058051263	0.00299987222206255
grea1241	12	272.67	0.0176838991798825	0.0179399996995926	0.00107305366915966	0.00163750117644668	0.0176865338386377	0.0180198680997516	0.0010272336366644	0.00155443012934282
guah1252	6.5	108.67	0.0190179812198718	0.0191350001841784	0.000893873000748383	0.0013200007379055	0.0190205207924576	0.019131527786764	0.000614462798539915	0.000681985169649124
hmon1336	27	107	0.0116767085193698	0.0113399997353554	0.00488303477908886	0.00957500038202852	0.011670839872558	0.0114066159844192	0.00507788954760043	0.00844685971808051
huit1251	-2.17	107.67	0.0191574115392976	0.0192000009119511	0.000650465125064254	0.000829998403787613	0.019164801447713	0.019157929915107	0.000318962489765118	0.000372676987252716
ijoi1239	4.785055	6.705971	0.0182165621089508	0.0182600002735853	0.000949655007076147	0.00120750023052096	0.0182127495532854	0.0182499576411727	0.000850278640017764	0.00109315899640529
indo1319	34	71.55	0.00990597143419747	0.00934500014409423	0.0037147634169463	0.00542499963194132	0.00990106629854566	0.00946680556646445	0.00380266524180222	0.00486342571578765
iroq1247	42.75	103.83	0.00299254626753178	0.00276499998290092	0.00153369853309895	0.00253999989945441	0.00299006285632874	0.0028134965201995	0.00156529820177634	0.00234224304949748
kadu1256	11.42	209.17	0.0178329191954333	0.0178900007158518	0.000680944518934209	0.000989999622106552	0.0178341627513894	0.017881835409854	0.000561333463168235	0.000845448301535928
katl1246	11.683036	29.332831	0.0113319075781155	0.0124800000339746	0.00542468982384606	0.0105250008637086	0.0113181426772102	0.0121697416438514	0.0052852979201154	0.00915858225845214
koia1260	-9.1999125	147.7626625	0.0177092539843406	0.0179850002750754	0.00139513596156233	0.00190750090405345	0.0177154248411537	0.0179105597781017	0.00128124386273564	0.00191803293354395
kxaa1236	-20.7386728333333	20.1579911666667	0.00862342506345353	0.00710500008426607	0.00390982531981846	0.00704250019043684	0.00864522036295833	0.00742446529329754	0.00394226924389984	0.00661506488945128
leng1261	-22.7857	301.6058	0.0137971108475383	0.0140800001099706	0.00369446333400174	0.00670750043354928	0.0138093328407816	0.0142231854325574	0.00371643638315578	0.00610900241816934
mail1249	-10.124045625	148.921641	0.0181908469477838	0.0184000004082918	0.00114582831591076	0.00161157408729196	0.0181977555985388	0.0184169374923739	0.00104740799663648	0.00151830277172849
mand1469	10.0743277412276	-6.697205429825	0.0134598889328715	0.0155299999751151	0.00489812533066687	0.00839250069111586	0.0134519754414189	0.0152916256597059	0.00497916532606541	0.00822548746428866
misu1242	13.6654653333333	-85.1388111666667	0.0171365854525743	0.0175000000745058	0.00119654587496281	0.00183749897405505	0.017135795521928	0.0175007507205009	0.00118214256730929	0.00184116131923575
miwo1274	37.6638326428571	-121.637420285714	0.00750591735993805	0.00749999983236194	0.000933088028756388	0.00143999978899956	0.00750665443608191	0.0074753471934754	0.000909683348905262	0.00122700242112235
mixe1284	17.22	83.97	0.0182656758543026	0.0191450007259846	0.00274984070729865	0.00472749909386039	0.0182603980418657	0.0191343770000256	0.00282850438414121	0.00448116111672587
musk1252	34	95	0.0037209938272754	0.00291000003926456	0.00259875376938464	0.00486607500351965	0.00371359184395743	0.00300134374022794	0.00268320259601614	0.0046586986362753
nakh1245	42.5	46.5	0.00673615419667318	0.00683499989099801	0.00251194842624001	0.00478750048205256	0.00672993451068537	0.00691424376822801	0.00258685045623659	0.00450708121691908
nilo1247	4.75	29.75	0.0156594474288681	0.0165299996733665	0.00227401511891052	0.00200999993830919	0.0156590645135639	0.0165031500186564	0.00200586633048061	0.0020962215850078
nort2923	1.171046	127.756333333333	0.0188907112878485	0.0188900008797646	0.000530094404733753	0.000679999589920044	0.0188967069800947	0.018916521467165	0.000337178541646367	0.000417968394079556
nort2933	-5.9815425	155.04875	0.0191117574858082	0.0190749997273088	0.000544266466062802	0.000749999657273293	0.0191127549322813	0.0191153277280844	0.00037404109518325	0.000480477103135652
nubi1251	15.4495675333333	29.9262171333333	0.00691082924121386	0.00594500009901822	0.00380194350022342	0.00499749998562038	0.00689927330845502	0.00635276249765108	0.00327764362817673	0.00490978749520663
nucl1580	-8	325.83	0.0178589499978857	0.0178399998694658	0.000881084172917078	0.00123500032350421	0.017866891243586	0.0179132930934429	0.000782579497495424	0.00127273303223774
nucl1709	-5.43	143.09	0.0174607257630094	0.017510000616312	0.000486257597083071	0.000579999759793282	0.0174634036536478	0.0175292430471422	0.000383342022775108	0.00047417014462149
paho1240	-8.934252	142.357933	0.0185958917517571	0.0188100002706051	0.00158785826796413	0.00242499960586429	0.0186073907890025	0.0188427160416419	0.00144845375078573	0.00220483081648126
pala1350	40.7625	-120.926	0.00465432156337586	0.00448000011965632	0.0011523765526813	0.00182249984936789	0.00465484605584218	0.00447447985546508	0.00116174432174218	0.00163882260838161
pama1250	-12.17	142.49	0.0164042185125807	0.0157650001347065	0.00287902985793027	0.00553749967366457	0.0164195916043653	0.0158464513628537	0.00291680627363849	0.00498663057159219
saha1239	45.7462	-119.116	0.00602730943730192	0.00596500001847744	0.00170231842849757	0.00295249989721924	0.00602532054634287	0.00594926319253217	0.00174408093510394	0.00281521078674511
sali1255	48.75	236.75	0.00618104696749234	0.00609499984420836	0.00154964419655153	0.00282000005245209	0.00617705896675007	0.00608700208896254	0.00157607800859102	0.00265174549551577
sino1245	26.1	94.75	0.0137883691065066	0.014459999743849	0.00462317038123011	0.00941749988123775	0.013780275424222	0.014368202084572	0.00479335366014559	0.00915725546656176
siou1252	35.5	99.5	0.00453232109762667	0.00374999991618097	0.00281944069424126	0.00513750003301539	0.00452328426592628	0.0037841048534675	0.00289570977836306	0.00491979409060958
sout2845	5.717088	36.453122	0.0139095905602699	0.0145500004291534	0.00184188765168156	0.002210000064224	0.013906143726947	0.0145171257188647	0.00173464219849605	0.00199028474485709
sout2948	-6.46766444444444	155.618666666667	0.0191117574858082	0.0190749997273088	0.000544266466062802	0.000749999657273293	0.0191127549322813	0.0191153277280844	0.00037404109518325	0.000480477103135652
taik1256	24	108	0.0142102068673281	0.0148149998858571	0.00499687393624844	0.00971999997273088	0.0142068557138073	0.0146497242902923	0.0051824025080011	0.00873516950943869
tequ1244	16.1782	-95.6692333333333	0.0162516712158971	0.0164649998769164	0.00218586932413833	0.00399187486618757	0.0162556400381508	0.016382315247837	0.00220489817367401	0.00385112049601351
timo1261	-8.31	124.59	0.0180408026858087	0.0182750001549721	0.00119852797450352	0.0016975007019937	0.0180491059442902	0.0182973735758828	0.00111893408512453	0.00158020847528759
