glottocode	clim_PC1	clim_PC2	clim_PC3	latitude	longitude
mali1284	-4.03398262140809	-1.58655824511896	-0.994245973228686	-4.71826	152.214
mand1436	-1.09878803952207	3.46835279730381	1.36204400926328	12.8165233333	-15.6539466667
mand1469	-1.18824546662027	2.82563278357582	0.68996664248251	10.0743277412276	-6.697205429825
masa1300	0.0334835185481944	1.67897756626468	0.79775810187487	-3.1419	36.4573
midd1317	2.476238836876	-1.9220235801581	-0.642799188480726	51.65	-1.11
midd1343	2.65088927116205	-1.89320009975323	-0.0364775573852007	48.254	10.599
misk1235	-3.99259884927743	-0.210608292128938	1.12973419993523	15.1576	-84.2942
misu1242	-2.77614173011846	0.285685553453066	1.14004241868498	13.6654653333333	-85.1388111666667
miwo1274	2.34448766175839	1.5088315364993	-1.05425108157576	37.6638326428571	-121.637420285714
mixe1288	-4.14048766217033	0.110036949820119	2.76984264349334	11.67	92.74
moha1256	2.17288507627571	3.40585515332085	-2.58599150140221	34.8866	-114.599
muin1242	-4.3588897423216	-0.588683624362174	-0.793931912884548	-0.8652	-72.4249
muru1274	-4.35055051984666	-0.692309749179783	-1.13435286279436	-1.13669	-73.8331
musk1252	6.39302384826994	-2.99626873990137	1.47553596414339	34	95
naaa1244	-0.350282540587332	0.737381862168007	1.61385826011699	21.2701	100.214
nakh1245	3.61918293522186	-1.54397741797684	0.34878174538823	42.5	46.5
natc1249	0.344589870080991	0.156853435916359	-2.03379201945104	31.75	-91.33
nezp1238	3.37659504450814	-0.764836990712519	-1.44892129847465	46.3073	-116.408
ngar1287	0.325748267610253	4.03566076518176	-0.624560000294207	-20.9235	117.203
nilo1247	-1.62401812787383	1.78681731800358	-0.386709780870964	4.75	29.75
nort2770	-1.15237677161086	2.9570870599215	0.0132300343944115	9.9249	13.6567
nort2923	-4.00560124421945	-0.650515178254462	-0.754226157042767	1.171046	127.756333333333
nort2933	-5.12277765692021	-3.65896528629662	-1.04476128931114	-5.9815425	155.04875
nort2943	8.3071846633733	-4.76519262040246	0.920841688208268	69.582	-143.77
nort2968	1.85118287742202	0.954431170257335	-1.06361136799701	38.4179	-120.588
nort3298	2.33787903087787	-1.91734365242675	2.18066030590255	26.91	98.94
nubi1251	0.757347234044845	5.280087168626	0.36778104844409	15.4495675333333	29.9262171333333
nucl1454	-5.04261177515691	-2.31656605910503	-1.429229168521	-1.77196	136.263
nucl1709	-3.26990567939844	-3.7096613650924	-0.541495729618567	-5.43	143.09
olde1238	2.1364256471906	-1.82530962557463	-0.798702168387501	51.06	-1.31
oldh1241	2.56503613125665	-2.07382882508896	-0.370416143325968	52	10
oldi1245	1.90909899211679	-2.46805712860268	-0.383857323217794	53	-8
oldn1244	3.0441348241319	-2.96228129712046	-0.165452462656344	63.42	10.38
onei1249	3.48540041835576	-2.73686507732938	-1.61149797580759	43.438742	-75.708106
paho1240	-2.54921113809227	1.19723651249204	0.7509022787755	-8.934252	142.357933
pala1350	4.02984032350904	-0.499998378100424	-1.47192763227386	40.7625	-120.926
pama1250	-2.7571256398495	1.54241199781418	2.74525016210579	-12.17	142.49
pana1310	1.22625758810669	-1.50319063891955	0.79659100499063	26.263819	110.096687
pawn1254	2.60436786712948	0.605131271712454	-1.06704606638245	36.2862	-96.8937
phol1237	-0.104681291534279	1.52492125211123	0.818504420473845	23.4674	102.228
phuz1235	-0.441054092581182	0.836428286573851	1.52403200728054	23.05	103.4
prus1238	3.23620587110754	-1.38339589849067	-0.243239125520906	52.394	14.757
quil1240	-0.463438187436066	-3.29880673696176	0.353318714735099	47.9106	-124.603
roto1249	-5.16426632602334	-2.15866045764767	-1.29619380007027	-5.94339	155.154
rumu1243	-8.41584122771358	-4.21786698331525	-1.37563277020468	-7.17149	144.179
saha1239	3.47515260971242	0.577540854980525	-1.8348147411697	45.7462	-119.116
sahu1245	-4.45911621928109	-0.847790830106028	-0.460902936715257	1.00742	127.493
sali1255	2.11490742485448	-1.35803523482337	-0.0900163302760691	48.75	236.75
sino1245	-0.899248949739339	-0.71853703797859	3.14928280982594	26.1	94.75
siou1252	6.5102195123608	-3.0824699865709	1.35872537981032	35.5	99.5
sout2697	4.24611405222515	0.525245266302317	-1.64577082257687	36.5137	48.4302
sout2722	0.0163997664842774	-0.968395918155208	2.62436935053346	22.87312	103.306087
sout2774	-5.14175050989112	-0.504249181913259	0.760862405179385	4.44235	6.32192
sout2845	-1.09851255026672	2.22324477030016	-0.818971945140962	5.717088	36.453122
sout2948	-5.45949589098941	-4.30311294719705	-1.10184755726389	-6.46766444444444	155.618666666667
taik1256	-0.697990594529951	0.422849778717668	1.21537375229834	24	108
taro1264	-1.06809870734087	-1.60501860284122	1.19550148101833	23.9032	121.358
tequ1244	-0.540239899028339	2.01122364691938	1.06359725400958	16.1782	-95.6692333333333
tere1278	-6.74990204796279	-2.70333924793364	-0.876864117895665	-6.70051	155.745
tima1241	-0.223816233754868	3.98914344798892	0.0997290962349212	11.7176	29.1632
timo1261	-1.61357958505703	0.302086851243484	1.82443999187365	-8.31	124.59
toar1246	-3.91533336550477	-0.328955622570043	-0.860844660035573	-8.07231	146.206
tokh1243	4.8971907188913	1.4138849539357	-1.08117559986725	41.65	82.9
toro1256	-5.07580167050849	-1.21823231037322	-0.797226978251862	-2.21818230769231	139.227261538462
toto1251	-0.689880773814866	3.18517174907152	1.15350885675564	19.92	82.58
tuni1252	0.236957152735737	-0.283659556485542	-2.41628971110294	30.9888	-92.5403
tura1263	-0.198409231338634	2.05390559687688	0.673439829085407	-7.08	323.58
turk1311	7.63284263126062	-2.88764095290271	0.910581382405406	56	125
ural1272	4.90179433899416	-3.04708813934378	0.370320443177791	68	30
wapp1239	1.73074584217862	0.862625627533356	-0.351956545093584	38.25	-122.5
wara1303	-4.10484074886575	-0.232298783120408	-0.0436926543249074	7.50851	-59.3528
waur1244	-1.40295867334272	1.97281954768932	0.973541314113912	-13.296	-53.6971
west1506	0.866434009744405	-0.476833963900428	1.66398219670492	24.73	98.9
wint1258	2.26267617699839	1.92945214062746	-1.49835551773861	39.9773	-122.318133333333
wint1259	2.44238541553314	1.86054934786866	-1.47904445286722	39.7176	-122.445
xico1235	-1.20884867097387	1.1029490353609	0.351793295945992	20.6532	-97.7463
xinp1238	0.751164772823891	0.540017038185707	1.19483824717689	24.408	102.456
xish1235	1.18898637378502	-0.294572264049868	1.64174031189621	24.8709	100.711
yare1248	-3.27763250860039	-0.270030420620813	-0.223761513412248	-9.50651	148.605
yare1250	-3.30611833239354	-0.498637763801678	0.0245009892838141	-9.495658	148.4174
yawa1259	-5.39806136223144	-1.82406108367453	-1.4092808718745	-1.843345	136.2795
yuki1242	2.29542746391472	1.56270818678042	-1.23991362855036	39.04445	-122.898
zapa1251	-4.43943305545798	-1.06997989908746	-1.7350793329136	-2.935865	-75.0815433333333
