glottocode	longitude	latitude	dist2ocean	dist2lakes	dist2rivers	dist2water
boga1251	12.936	10.188	763.42470135923	56.603985106128	95.5702634689807	56.603985106128
arap1274	-108.81	43.3879	1147.61581493901	14.7698264140481	24.939323227881	14.7698264140481
waur1244	-53.6971	-13.296	1381.51492427836	23.643817217362	72.7161147500887	23.643817217362
jama1261	-66.5662	-7.62223	1183.32253876437	26.2499140553066	1.90547308440629	1.90547308440629
atak1252	-93.0827	30.9121	106.175845667733	6.2943871999555	25.8211716408765	6.2943871999555
ahte1237	-144.889	61.7068	105.188540629652	0.811784342797207	4.97601051490455	0.811784342797207
nort2770	13.6567	9.9249	791.255703643405	58.448600200351	66.6152379740596	58.448600200351
rapa1245	-144.338	-27.6304	16.2612998310042	967.431573979187	1240.27846805756	16.2612998310042
taro1264	121.358	23.9032	15.6797430027278	18.6881407617699	1.66092860433592	1.66092860433592
mali1284	152.214	-4.71826	23.4172372616825	59.2820876248517	66.0100266522286	23.4172372616825
muin1242	-72.4249	-0.8652	689.298146242747	77.2205174429546	15.8992369737442	15.8992369737442
pawn1254	-96.8937	36.2862	761.296408390102	7.05423414668818	12.462263900633	7.05423414668818
chib1270	-74.1666	6.24999	318.257795525521	17.6242189360611	26.322984931649	17.6242189360611
quil1240	-124.603	47.9106	3.25349375351686	1.8167799401992	1.8167799401992	1.8167799401992
ines1240	-120.08	34.6169	12.3296366180786	9.70808808402459	28.2554955179428	9.70808808402459
moha1256	-114.599	34.8866	306.952696877784	4.747065900661	4.747065900661	4.747065900661
bank1259	-2.92	15.06	1076.79096056275	28.6443231730318	87.0695184504405	28.6443231730318
elam1244	48.2333	31.1833	91.1805486673007	23.2988033578283	17.9021960127994	17.9021960127994
nort2943	-143.77	69.582	57.0909462541743	6.57805588851755	21.6008007244331	6.57805588851755
mixe1288	92.74	11.67	12.7051525523111	9.08736683981482	508.115711504903	9.08736683981482
guah1255	-68.9839	5.81736	405.350269995197	51.656831230114	37.1822307505981	37.1822307505981
pana1310	110.096687	26.263819	490.491615378415	28.2123631459068	39.3889426816184	28.2123631459068
chua1248	105.1	26.55	605.019282618519	17.8859967031186	52.7665795823321	17.8859967031186
muru1274	-73.8331	-1.13669	588.005246999637	52.9325449415216	3.08431316807412	3.08431316807412
sout2774	6.32192	4.44235	20.564944532341	15.2052745745549	4.79426810436297	4.79426810436297
anci1242	21.9129	39.8155	56.7765759870362	16.1587240083575	26.6645089386153	16.1587240083575
chur1257	22.8442	43.7171	322.29434527652	6.40771302373331	9.30835688150471	6.40771302373331
prus1238	14.757	52.394	129.668809374706	1.02238723538567	11.8111880150223	1.02238723538567
tokh1243	82.9	41.65	2193.64100373427	3.84127186352826	33.8702374091118	3.84127186352826
