glottocode	longitude	latitude	dist2ocean	dist2lakes	dist2rivers	dist2water
nucl1710	310	-11	1019.81724290944	16.6277793637942	62.0364538382429	16.6277793637942
nyul1248	123.1	-17.37	24.1162668076472	36.6520146675679	86.8164333462112	24.1162668076472
otom1299	262.58	17.67	158.841749060551	37.0922496910242	74.3936895756309	37.0922496910242
paez1247	283.68746	2.61516	123.022984812257	10.8433654208747	28.0450193801791	10.8433654208747
pama1250	142.49	-12.17	37.208690480315	62.1616797748221	53.3185625066354	37.208690480315
pano1259	285	-7.5	384.670792271509	4.0412237639991	4.0412237639991	4.0412237639991
peba1241	287.37	-3.7	770.835949916277	48.8730725056014	15.074352742274	15.074352742274
puel1244	291.334	-42.223	284.558805159824	49.6562159343255	237.925985055063	49.6562159343255
puin1248	292.3114	3.92974	658.747546307499	8.49309783009997	4.28481871471469	4.28481871471469
pume1238	292.4004	7.10677	347.835956117719	35.8676961251574	40.4148011903028	35.8676961251574
quec1387	282	0.33	123.135606924938	9.47797425523498	46.0941566665646	9.47797425523498
saha1256	18	16	1587.02883163369	304.166824567019	310.611857216353	304.166824567019
sali1255	236.75	48.75	16.2440996651128	4.77612331881884	27.0342520645115	4.77612331881884
savo1255	159.814	-9.12853	5.10310636601316	38.8254041701676	38.8254041701676	5.10310636601316
sena1264	141.075	-3.62	76.2065877421107	45.2077763765786	45.2077763765786	45.2077763765786
seri1257	247.616	28.9877	16.6379228515249	36.6290974311034	139.314039229223	16.6379228515249
sino1245	94.75	26.1	484.996229672417	38.7003586503187	78.1110089064453	38.7003586503187
sout1516	132.6767	-2.0367	43.2980033917294	92.4502435539167	45.8993813699423	43.2980033917294
taik1256	108	24	240.947367430448	20.527804877317	64.9057104359563	20.527804877317
tang1340	139.0775	-16.9775	13.83774641284	34.4445603361123	5.25824136000072	5.25824136000072
ticu1244	290.13	-3.66	1075.24325892981	54.168718902393	39.8811247708638	39.8811247708638
timo1261	124.59	-8.31	12.7648033730595	50.8976719714404	74.4170633352007	12.7648033730595
tiwi1244	130.812402	-11.558449	18.8721104477545	6.10035117132361	24.849681712833	6.10035117132361
touo1238	157.296	-8.58405	21.8396254775739	37.1772646422417	314.975356812307	21.8396254775739
trum1247	306.4283	-11.8119	1275.03012095317	35.224671993373	109.405028344689	35.224671993373
tsim1258	231.4	54.293	45.1973405857467	4.37828049421197	13.9879508094477	4.37828049421197
tuca1253	287.5	0.5	603.585722525379	54.6527240571735	16.2342236607181	16.2342236607181
tung1282	131	44	92.4238337093394	47.346708008636	67.8186584949462	47.346708008636
tupi1275	298	-8	1441.96013659771	77.1214386542293	74.6378608953258	74.6378608953258
turk1311	125	56	655.729934033684	19.688575519795	10.3946153084768	10.3946153084768
ural1272	30	68	158.894467354876	10.2499185618643	42.9052141214612	10.2499185618643
uruc1242	291.565	-17.735	191.979769816433	26.7431316057409	21.5888336672597	21.5888336672597
utoa1244	249.75	27.5	22.7270829511479	24.5495881282958	28.8053814176079	22.7270829511479
wadj1254	130.243534	-13.204044	15.045049529935	72.9775478431509	32.3571044932312	15.045049529935
wage1238	131.13272	-13.930709	112.822974655563	42.0434632330222	39.5482983599574	39.5482983599574
waka1280	235.25	48.67	13.210466816623	3.85076055574627	5.95133233912134	3.85076055574627
waor1240	283.317	-1.12312	340.456336025352	53.9832623838366	35.6384862117511	35.6384862117511
west2604	132.25	-2.92	23.2984948462049	177.966008866151	80.7793831970798	23.2984948462049
worr1236	125.93	-15.92	80.6101041854294	115.485586100842	65.0964548768362	65.0964548768362
yama1264	291.7352	-55.2748	6.20751219728076	9.26492294789986	52.4181559327726	6.20751219728076
yano1268	295.12	1.68	875.763012919171	169.121710047165	58.4868720769815	58.4868720769815
yeni1252	93	57	1384.685232484	9.78684084359482	25.3731603048444	9.78684084359482
yuka1259	169.6875	66.985	189.400854072921	24.1988730839085	113.294493296142	24.1988730839085
zamu1243	300.71	-19.5733	1123.10092475045	10.2686210780925	117.05122290478	10.2686210780925
zuni1245	251.218	35.0056	588.687331805679	8.55993626302064	177.637447692258	8.55993626302064
